,Report Snapshot Date,Licensee Name,Program Type Desc,Region Display Name,CMSM DSSAB Name,Child Care Center Name,Licence Number,Program Option,Original Issue Date,Licence Status,Closure or Termination Date,Language of Service Desc,Street Number,Street Name,Street Type,City,Province,Postal Code,
5227,2020-02-29,The Free Methodist Church,Child Care Centre,West Region,Regional Municipality of Niagara,Grapeview Day Care Centre,12131,Full Day(6 hours or more in a day),1990-02-08,Active,,English,41,Grapeview,Drive,St. Catharines,ON,L2S 0A8,
5228,2020-02-29,The French Connection at John Fisher Inc.,Child Care Centre,Central East Region,City of Toronto,The French Connection at John Fisher Inc.,15016,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), After school",1993-09-24,Active,,English,40,Erskine,Avenue,Toronto,ON,M4P 1Y2,
5229,2020-02-29,The Giles School,Child Care Centre,Central East Region,City of Toronto,The Giles School,56417,Full Day(6 hours or more in a day),2016-03-28,Active,,English,80,Scarsdale,Road,Toronto,ON,M3B 2R7,
5230,2020-02-29,The Glebe Neighbourhood Activities Group,Child Care Centre,East Region,City of Ottawa,Kinder Quest-4-Fun Afterschool Program for JK - SK,56895,After school,2017-08-14,Active,,English,175,Third,Avenue,Ottawa,ON,K1S 2K2,
5231,2020-02-29,The Gordon Street Children's Cottage Child Care Centre,Child Care Centre,Central East Region,Regional Municipality of Durham,Waterview Child Care Centre,37047,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",1997-04-09,Active,,English,1200,Phillip Murray,Avenue,Oshawa,ON,L1J 6Z8,
5232,2020-02-29,The Gordon Street Children's Cottage Child Care Centre,Child Care Centre,Central East Region,Regional Municipality of Durham,Waterview Child Care Centre,57009,"Full Day(6 hours or more in a day), Before school, After school",2017-08-31,Active,,English,1324,Oxford,,Oshawa,ON,L1J 3W6,
5233,2020-02-29,The Governing Council of The Salvation Army in Canada,Child Care Centre,Central East Region,City of Toronto,Agincourt Temple Day Care (Governing Council of the Salvation Army),4426,"Full Day(6 hours or more in a day), Before school, After school",1981-05-07,Active,,English,3080,Birchmount,Road,Toronto,ON,M1W 3K3,
5234,2020-02-29,The Governing Council of The Salvation Army in Canada,Child Care Centre,Central East Region,City of Toronto,Kid-Z-Own  (operator:  The Salvation Army),4999,"Before school, After school",2009-06-24,Active,,English,107,Cedarvale,Avenue,Toronto,ON,M4C 4J9,
5235,2020-02-29,The Governing Council of The Salvation Army in Canada,Child Care Centre,Central East Region,City of Toronto,Scarborough Citadel Child Care,914,Full Day(6 hours or more in a day),2000-10-02,Active,,English,2021,Lawrence,Avenue,Toronto,ON,M1R 2Z2,
5236,2020-02-29,The Governing Council of The Salvation Army in Canada,Child Care Centre,Central West Region,Regional Municipality of Peel,Salvation Army Erin Mills Day Care Centre,20164,Full Day(6 hours or more in a day),1998-06-09,Active,,English,2460,The Collegeway,,Mississauga,ON,L5L 1V3,
5237,2020-02-29,The Governing Council of The Salvation Army in Canada,Child Care Centre,Central West Region,Regional Municipality of Peel,Salvation Army Mississauga Temple Day Care,3270,"Full Day(6 hours or more in a day), After school",1979-10-04,Active,,English,3173,Cawthra,Road,Mississauga,ON,L5A 2X4,
5238,2020-02-29,The Governing Council of The Salvation Army in Canada,Child Care Centre,Central West Region,Regional Municipality of Peel,Salvation Army Noah's Ark Day Care,5746,Full Day(6 hours or more in a day),1983-04-08,Active,,English,9395,Bramalea,Road,Brampton,ON,L6S 4B7,
5239,2020-02-29,The Governing Council of The Salvation Army in Canada,Child Care Centre,Southwest Region,City of London,THE SALVATION ARMY VILLAGE CHILD CARE CENTRE,4559,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2008-06-07,Active,,English,1340,Dundas,Street,London,ON,N5W 3B6,
5240,2020-02-29,The Governing Council of The Salvation Army in Canada,Child Care Centre,Southwest Region,City of Windsor,The Governing Council of The Salvation Army in Canada - The Learning Corner,8225,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), After school",1986-10-02,Active,,English,3199,Lauzon,Road,Windsor,ON,N8T 2Z7,
5241,2020-02-29,The Halton Waldorf School,Child Care Centre,West Region,Regional Municipality of Halton,The Halton Waldorf School,56326,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), After school",2015-12-24,Active,,English,2193,Orchard,Road,Burlington,ON,L7L 7J8,
5242,2020-02-29,The Happy Kidz Group Inc.,Child Care Centre,Central East Region,City of Toronto,Buds and Blossoms,57765,"Half day(Less than 6 hours in a day), Before school, After school",2019-08-23,Active,,English,517,Parliament,Street,Toronto,ON,M4X 1P3,
5243,2020-02-29,The Helene Comay Nursery School,Child Care Centre,Central West Region,City of Toronto,Helene Comay Nursery School (601 Christie Street),5126,Half day(Less than 6 hours in a day),2009-09-01,Active,,English,601,Christie,Street,Toronto,ON,M6G 4C7,
5244,2020-02-29,The Hub Child & Family Centre,Child Care Centre,East Region,County of Lennox & Addington,Bloomfield Preschool/Pinecrest School Age Program,2752,"Half day(Less than 6 hours in a day), Before school, After school",2004-09-29,Inactive,,English,27,Corey,Street,Bloomfield,ON,K0K 1G0,
5245,2020-02-29,The Hub Child & Family Centre,Child Care Centre,East Region,County of Lennox & Addington,Kente Preschool and School Age Program,6100,Half day(Less than 6 hours in a day),2012-06-22,Inactive,2014-12-05,English,264,County Road 19,,Ameliasburg,ON,K0K 1A0,
5246,2020-02-29,The Hub Child & Family Centre,Child Care Centre,East Region,County of Lennox & Addington,Sophiasburg Preschool and School Age Program,6099,Half day(Less than 6 hours in a day),2012-06-22,Inactive,2014-02-03,English,406,County Road 15,,Sophiasburg,ON,K0K 1W0,
5247,2020-02-29,The Hub Child & Family Centre,Child Care Centre,East Region,County of Lennox & Addington,The HUB - St. Gregory School Age Program,57264,After school,2018-08-24,Active,,English,7,Owen,,Picton,ON,K0K 2T0,
5248,2020-02-29,The Hub Child & Family Centre,Child Care Centre,East Region,County of Lennox & Addington,The HUB CML Snider Preschool and School Age Program,2748,"Half day(Less than 6 hours in a day), Before school, After school",2004-09-27,Active,,English,240,Main,Street,Wellington,ON,K0K 3L0,
5249,2020-02-29,The Hub Child & Family Centre,Child Care Centre,East Region,County of Lennox & Addington,The HUB Child Care Centre Program Picton,35030,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",1997-11-27,Active,,English,10,McFarland,Court,Picton,ON,K0K 2T0,
5250,2020-02-29,The Hub Child & Family Centre,Child Care Centre,East Region,County of Lennox & Addington,The HUB Kente School Program,56896,"Before school, After school",2017-08-14,Active,,English,264,County Road 19,,Ameliasburgh,ON,K0K 1A0,
5251,2020-02-29,The Hub Child & Family Centre,Child Care Centre,East Region,County of Lennox & Addington,The HUB Massassauga Rednersville School Program,55382,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2014-06-12,Active,,English,1115,County Road 3,,Belleville,ON,K8N 4Z1,
5252,2020-02-29,The Hub Child & Family Centre,Child Care Centre,East Region,County of Lennox & Addington,The HUB Preschool and School Age Program Queen Elizabeth School Site,861,"Half day(Less than 6 hours in a day), Before school, After school",2000-09-05,Inactive,2018-09-07,English,35,Barker,Street,Picton,ON,K0K 2T0,
5253,2020-02-29,The Hub Child & Family Centre,Child Care Centre,East Region,County of Lennox & Addington,The HUB-PECI School Age Program,57265,"Half day(Less than 6 hours in a day), Before school, After school",2018-08-24,Active,,English,41,Barker,Street,Picton,ON,K0K 2T0,
5254,2020-02-29,The Hub Child & Family Centre,Home Child Care Agency,East Region,County of Lennox & Addington,Prince Edward Child Care Services Home Child Care,561,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Extended hours(more than 12 hours), Flexible Hours(e.g. shifts, evenings), Before school, After school, Overnight, Weekend",1989-09-12,Active,,English,10,McFarland,Court,Picton,ON,K0K 2T0,
5255,2020-02-29,The Immanuel Christian School Society of East Toronto,Child Care Centre,Central East Region,City of Toronto,Immanuel Day Care Centre,4621,Full Day(6 hours or more in a day),1982-12-10,Active,,English,21,Channel Nine,Court,Toronto,ON,M1S 4B5,
5256,2020-02-29,The Joe Dwek Ohr HaEmet Sephardic School,Child Care Centre,Central North Region,Regional Municipality of York,The Joe Dwek Ohr HaEmet- Early Years,56334,Full Day(6 hours or more in a day),2015-12-28,Active,,English,7026,Bathurst,Street,Thornhill,ON,L4J 8K3,
5257,2020-02-29,The John Wanless Child Care Program,Child Care Centre,Central North Region,City of Toronto,The John Wanless Child Care Program,15081,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",1995-06-23,Active,,English,245,Fairlawn,Avenue,Toronto,ON,M5M 1T2,
5258,2020-02-29,The K-W Montessori School Inc.,Child Care Centre,Southwest Region,Regional Municipality of Waterloo,The K-W Montessori School,24014,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",1997-03-03,Inactive,2016-06-27,English,194,Allen,Street,Waterloo,ON,N2J 1K1,
5259,2020-02-29,The K-W Montessori School Inc.,Child Care Centre,Southwest Region,Regional Municipality of Waterloo,The K-W Montessori School  - Bridgeport Campus,2391,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2004-01-19,Active,,English,527,Bridgeport,Road,Kitchener,ON,N2K 1N6,
5260,2020-02-29,The Laurel School,Child Care Centre,Central East Region,City of Toronto,The Laurel School,56303,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2015-12-15,Active,,English,44,Upjohn,Road,Toronto,ON,M3B 2W1,
5261,2020-02-29,The Learning Circle Preschool Inc.,Child Care Centre,Southwest Region,County of Lambton,THE LEARNING CIRCLE PRESCHOOL,2868,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2004-12-20,Inactive,2016-04-01,English,4475,Petrolia,Line,Petrolia,ON,N0N 1R0,
5262,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central East Region,City of Toronto,Clairlea Child Care Centre,56968,"Before school, After school",2017-08-25,Active,,English,25,Rosalind Cres.,Cul-de-sac,Scarborough,ON,M1L 2X1,
5263,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central East Region,City of Toronto,LEF - George Syme Day Care Centre,7241,Full Day(6 hours or more in a day),1983-10-11,Inactive,2014-08-26,English,69,Pritchard,Avenue,Toronto,ON,M6N 1T6,
5264,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central East Region,City of Toronto,LEF - Hughes Child Care Centre,939,"Full Day(6 hours or more in a day), Before school, After school",2000-08-31,Inactive,2015-07-02,English,177,Caledonia,Road,Toronto,ON,M6E 4S8,
5265,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central East Region,City of Toronto,LEF - Westmount Before and After School Program,3744,"Before school, After school",2006-09-01,Inactive,,English,95,Chapman,Road,Toronto,ON,M9P 1E9,
5266,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central East Region,City of Toronto,Presteign Heights Child Care Centre,56961,"Half day(Less than 6 hours in a day), Before school, After school",2017-08-25,Active,,English,2570,St. Clair,Avenue,NorthYork,ON,M4B 1M3,
5267,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central North Region,City of Toronto,Claireville Child Care Centre,56970,"Full Day(6 hours or more in a day), Before school, After school",2017-08-25,Inactive,2019-07-02,English,350,Silverstone,Drive,Toronto,ON,M9V 3J4,
5268,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central North Region,City of Toronto,LEF - St. Andrew Child Care Centre,3949,"Full Day(6 hours or more in a day), Before school, After school",2006-10-12,Active,,English,2533,Kipling,Avenue,Toronto,ON,M9V 3A8,
5269,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central North Region,City of Toronto,LEF - St. Dorothy Child Care Centre,3504,"Full Day(6 hours or more in a day), Before school, After school",2006-04-10,Active,,English,155,John Garland,Boulevard,Toronto,ON,M9V 1N7,
5270,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central North Region,City of Toronto,LEF - St. Roch Child Care Centre,3918,"Full Day(6 hours or more in a day), Before school, After school",2006-10-03,Active,,English,174,Duncanwoods,Drive,Toronto,ON,M9L 2E3,
5271,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central North Region,City of Toronto,St. Jude Early Learning Centre,55401,"Full Day(6 hours or more in a day), Before school, After school",2014-06-29,Active,,English,3251,Weston,Road,Toronto,ON,M9M 2T9,
5272,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central North Region,City of Toronto,St. Marcellus Early Learning Centre,55400,"Full Day(6 hours or more in a day), Before school, After school",2014-06-29,Active,,English,15,Denfield,Street,Etobicoke,ON,M9R 3H2,
5273,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central North Region,City of Toronto,St. Stephen Child Care Centre,57871,Full Day(6 hours or more in a day),2019-11-19,Active,,English,55,Golfdown,Drive,Toronto,ON,M9W 2H8,
5274,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central North Region,City of Toronto,Summit Heights Child Care Centre,56957,"Full Day(6 hours or more in a day), Before school, After school",2017-08-25,Active,,English,139,Armour,Boulevard,Toronto.,ON,M3H 1M1,
5275,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,Carleton Village Early Learning Centre,55609,"Full Day(6 hours or more in a day), Before school, After school",2014-08-30,Active,,English,315,Osler,Street,Toronto,ON,M6N 2Z4,
5276,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,General Mercer Early Learning Centre,55402,Full Day(6 hours or more in a day),2014-06-29,Active,,English,30,Turnberry,Avenue,Toronto,ON,M6N 1P8,
5277,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,Holy Rosary Child Care Centre,56935,"Full Day(6 hours or more in a day), Before school, After school",2017-08-24,Active,,English,308,Tweedsmuir,Avenue,Toronto.,ON,M5P 2Y1,
5278,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - Cedarvale Before and After School Program (Licence # 779),779,"Before school, After school",2000-09-05,Active,,English,145,Ava,Road,Toronto,ON,M6C 1W4,
5279,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - Donald C. MacDonald Child Care Centre,12263,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",1992-12-17,Active,,English,116,Industry,Street,Toronto,ON,M6M 4L8,
5280,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - Fairbank Memorial Day Care Centre,4619,"Full Day(6 hours or more in a day), Before school, After school",1982-11-12,Active,,English,555,Harvie,Avenue,Toronto,ON,M6E 4M2,
5281,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - George Harvey Child Care Centre,7059,Full Day(6 hours or more in a day),1988-04-18,Active,,English,1700,Keele,Street,Toronto,ON,M6M 3W5,
5282,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - H.J. Alexander Before & After School Care Program,761,"Before school, After school",2000-09-05,Active,,English,30,King Street,Crescent,Toronto,ON,M9N 1K9,
5283,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - Humewood Day Care Centre,8481,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",1984-05-08,Active,,English,15,Cherrywood,Avenue,Toronto,ON,M6C 2X4,
5284,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - Immaculate Conception Child Care Centre,3913,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), After school",2006-10-02,Active,,English,23,Comay,Road,Toronto,ON,M6M 2K9,
5285,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - J. R. Wilcox Day Care Centre,4532,"Full Day(6 hours or more in a day), Before school, After school",1982-02-08,Active,,English,231,Ava,Road,Toronto,ON,M6C 1X3,
5286,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - Josyf Cardinal Slipyj Before and After School Care,1469,"Half day(Less than 6 hours in a day), Before school, After school",2001-09-14,Inactive,,English,35,West Deane Park,Drive,Toronto,ON,M9B 2R5,
5287,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - King George Before and After School Care Program (Licence #773),773,"Before school, After school",2000-09-05,Active,,English,25,Rexford,Road,Toronto,ON,M6S 2M2,
5288,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - Lambton Park Before & After School Program  (Licence #762 ),762,"Before school, After school",2000-09-05,Active,,English,50,Bernice,Crescent,Toronto,ON,M6N 1W9,
5289,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - Perth Avenue Early Learning Centre,55608,"Full Day(6 hours or more in a day), Before school, After school",2014-08-30,Active,,English,14,Ruskin,Avenue,Toronto,ON,M6P 3P8,
5290,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - Portage Trail Before and After School Care Program (Licence #0000778),778,"Before school, After school",2000-09-05,Active,,English,100,Sidney Belsey,Crescent,Toronto,ON,M6M 5H6,
5291,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - Rawlinson Before and After School Care Program (Licence #786),786,"Before school, After school",2000-09-05,Active,,English,231,Glenholme,Avenue,Toronto,ON,M6E 3C7,
5292,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - Romero Bears Child Care Centre,7014,Full Day(6 hours or more in a day),1987-11-09,Active,,English,99,Humber,Boulevard,Toronto,ON,M6N 2H4,
5293,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - Roseland Day Care,6922,"Full Day(6 hours or more in a day), Before school, After school",1986-11-17,Active,,English,990,Jane,Street,Toronto,ON,M6N 4E2,
5294,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - Silverthorn Day Care,16135,Full Day(6 hours or more in a day),1998-11-09,Active,,English,2700,Eglinton,Avenue,Toronto,ON,M6M 1V5,
5295,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - Vaughan Road Infant and Toddler Centre,7039,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",1988-02-17,Active,,English,529,Vaughan,Road,Toronto,ON,M6C 2R1,
5296,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - Weston Memorial Before and After School Care Program,763,"Before school, After school",2000-09-05,Active,,English,200,John,Street,Toronto,ON,M9N 1K2,
5297,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,LEF - York Humber Child Care Centre,15003,Full Day(6 hours or more in a day),1993-05-28,Active,,English,100,Emmett,Avenue,Toronto,ON,M6M 2E6,
5298,2020-02-29,The Learning Enrichment Foundation (LEF),Child Care Centre,Central West Region,City of Toronto,St. Fidelis Early Learning Centre,55611,"Full Day(6 hours or more in a day), Before school, After school",2014-08-30,Active,,English,9,Bannerman,Street,Toronto,ON,M6L 2S5,
5299,2020-02-29,The Lindsay Weld Centre for Children,Child Care Centre,North Region,District of Nipissing Social Services Administration Board,Lindsay Weld Centre For Children - Kids Crew Before/After School Age,6619,"Before school, After school",2013-08-29,Active,,English,900,Bloem,Street,North Bay,ON,P1B 4Z8,
5300,2020-02-29,The Lindsay Weld Centre for Children,Child Care Centre,North Region,District of Nipissing Social Services Administration Board,Lindsay Weld Kids Corner,5518,After school,2010-09-16,Inactive,2019-06-07,English,414,Second,Avenue,North Bay,ON,P1B 3L2,
5301,2020-02-29,The Lindsay Weld Centre for Children,Child Care Centre,North Region,District of Nipissing Social Services Administration Board,The Lindsay Weld Centre for Children,11172,Full Day(6 hours or more in a day),1991-03-07,Active,,English,200,First,Avenue,North Bay,ON,P1B 9M3,
5302,2020-02-29,The Lindsay Weld Centre for Children,Child Care Centre,North Region,District of Nipissing Social Services Administration Board,The Lindsay Weld Centre for Children - Kids Club School Age Program,5751,"Before school, After school",2011-08-17,Active,,English,225,Milani,Road,North Bay,ON,P1B 7P4,
5303,2020-02-29,The Lindsay Weld Centre for Children,Child Care Centre,North Region,District of Nipissing Social Services Administration Board,The Lindsay Weld Centre for Children - Kids Connection,6287,"Before school, After school",2012-08-17,Active,,English,850,Lorne,Avenue,North Bay,ON,P1B 8M2,
5304,2020-02-29,The Lindsay Weld Centre for Children,Child Care Centre,North Region,District of Nipissing Social Services Administration Board,The Lindsay Weld Centre for Children Kids Campus,4087,"Before school, After school",2007-01-15,Active,,English,602,Lake Heights,Road,North Bay,ON,P1A 2Z8,
5305,2020-02-29,The Lindsay Weld Centre for Children,Child Care Centre,North Region,District of Nipissing Social Services Administration Board,The Lindsay Weld Centre forChildren: Kids Combination,55398,Full Day(6 hours or more in a day),2014-06-27,Inactive,2014-08-29,English,590,First,Avenue,North Bay,ON,P1B 1K6,
5306,2020-02-29,The Little Green Schoolhouse Inc.,Child Care Centre,Central West Region,Regional Municipality of Peel,The Little Green Schoolhouse Inc.,5211,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2009-10-19,Inactive,,English,805,North Service,Road,Mississauga,ON,L4Y 1A2,
5307,2020-02-29,The Little People's Academy Inc,Child Care Centre,Central North Region,Regional Municipality of York,The Little People's Academy,55594,"Full Day(6 hours or more in a day), Before school, After school",2014-08-29,Inactive,,English,8855,Woodbine Ave,,Markham,ON,L3R 5G1,
5308,2020-02-29,The Little School Daycare-Orleans,Child Care Centre,East Region,City of Ottawa,The Little School Daycare - Orleans,12506,Full Day(6 hours or more in a day),1989-04-07,Active,,English,850,Taylor Creek,Boulevard,Orléans,ON,K1C 1T1,
5309,2020-02-29,The London Free Methodist Church,Child Care Centre,Southwest Region,City of London,KIDS' ARK DAY NURSERY,9801,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",1986-07-03,Inactive,2014-09-08,English,402,Commissioners,Road,London,ON,N6J 1Y3,
5310,2020-02-29,The Macaulay Child Development Centre,Child Care Centre,Central East Region,City of Toronto,Macaulay Child Development Centre - J.R. Wilcox Before and After School for Kind,5895,"Before school, After school",2011-09-06,Inactive,2014-09-02,English,231,Ava,Road,Toronto,ON,M6C 1X3,
5311,2020-02-29,The Macaulay Child Development Centre,Child Care Centre,Central North Region,City of Toronto,MCDC/St. Andre,57801,"Before school, After school",2019-08-29,Active,,English,36,Yvonne,Avenue,Toronto,ON,M3L 1C9,
5312,2020-02-29,The Macaulay Child Development Centre,Child Care Centre,Central North Region,City of Toronto,Macaulay Child Development Centre (The) (850 Humberwood Blvd),16013,"Full Day(6 hours or more in a day), Before school, After school",1996-02-12,Active,,English,850,Humberwood,Boulevard,Toronto,ON,M9W 7A6,
5313,2020-02-29,The Macaulay Child Development Centre,Child Care Centre,Central North Region,City of Toronto,St. John Evangelist/Macaulay Child Development Centre,57331,"Before school, After school",2018-08-31,Inactive,2019-09-03,English,20,Beverly Hills,Drive,Toronto,ON,M3L 1A1,
5314,2020-02-29,The Macaulay Child Development Centre,Child Care Centre,Central West Region,City of Toronto,MCDC/St. John,57792,"Full Day(6 hours or more in a day), Before school, After school",2019-08-29,Active,,English,23,George,Street,Toronto,ON,M9N 2B4,
5315,2020-02-29,The Macaulay Child Development Centre,Child Care Centre,Central West Region,City of Toronto,Macaulay Child Development Centre (The) (48 Regent Street),12218,Full Day(6 hours or more in a day),1988-06-13,Active,,English,48,Regent,Street,Toronto,ON,M6N 3N9,
5316,2020-02-29,The Macaulay Child Development Centre,Child Care Centre,Central West Region,City of Toronto,Macaulay Child Development Centre (The) (Dovercourt),4062,"Full Day(6 hours or more in a day), Before school, After school",2007-01-01,Active,,English,228,Bartlett,Avenue,Toronto,ON,M6H 3G4,
5317,2020-02-29,The Macaulay Child Development Centre,Child Care Centre,Central West Region,City of Toronto,Macaulay Child Development Centre (The) (Jane Street Child Care Centre),2568,Full Day(6 hours or more in a day),2004-07-22,Active,,English,610,Jane,Street,Toronto,ON,M6S 4A6,
5318,2020-02-29,The Macaulay Child Development Centre,Child Care Centre,Central West Region,City of Toronto,Macaulay Child Development Centre (The) (Keelesdale),5169,"Before school, After school",2009-09-23,Active,,English,200,Bicknell,Avenue,Toronto,ON,M6M 4G9,
5319,2020-02-29,The Macaulay Child Development Centre,Child Care Centre,Central West Region,City of Toronto,Macaulay Child Development Centre (The) (Warren Park),5105,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2009-09-01,Active,,English,135,Varsity,Road,Toronto,ON,M6S 4P4,
5320,2020-02-29,The Macaulay Child Development Centre,Child Care Centre,Central West Region,City of Toronto,Macaulay Child Development Centre/F.H. Miller,56946,"Before school, After school",2017-08-24,Active,,English,300,Caledonia,Road,Toronto,ON,M6E 4T5,
5321,2020-02-29,The Macaulay Child Development Centre,Home Child Care Agency,Central North Region,City of Toronto,Macaulay Child Development Centre (The) (PHDC),408,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Extended hours(more than 12 hours), Flexible Hours(e.g. shifts, evenings), Before school, After school, Overnight, Weekend",1984-09-30,Active,,English,2010,Eglinton,Avenue,Toronto,ON,M6E 2K3,
5322,2020-02-29,The Magic Kingdom Learning Centre Inc.,Child Care Centre,Central North Region,Regional Municipality of York,The Magic Kingdom Learning Centre,6434,Full Day(6 hours or more in a day),1985-11-12,Active,,English,179,Church,Street,Newmarket,ON,L3Y 4C1,
5323,2020-02-29,The Maples Independent Country School,Child Care Centre,Central West Region,County of Dufferin,The Maples Academy Daycare,56141,"Full Day(6 hours or more in a day), Before school, After school",2015-08-28,Active,,English,513047,2nd,Line,Amaranth,ON,L9W 0S3,
5324,2020-02-29,The McLoughlin Schools Inc.,Child Care Centre,Central West Region,City of Toronto,The McLoughlin Schools Inc. (Pre-School),16053,Half day(Less than 6 hours in a day),1997-03-03,Active,,English,80,Roxborough,Street,Toronto,ON,M5R 1T8,
5325,2020-02-29,The Mississauga Children Montessori Schools Inc.,Child Care Centre,Central West Region,Regional Municipality of Peel,The Mississauga Children Montessori School 2,55767,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2014-12-29,Inactive,2018-07-30,English,7755,Tenth Line W,Line,Mississauga,ON,L5N 0C4,
5326,2020-02-29,The Mississauga Children Montessori Schools Inc.,Child Care Centre,Central West Region,Regional Municipality of Peel,The Mississauga Children Montessori Schools Inc.,20234,Half day(Less than 6 hours in a day),1999-11-29,Active,,English,2980,Crosscurrent,Drive,Mississauga,ON,L5N 6K4,
5327,2020-02-29,The Monkey Barrel Indoor Play Inc,Child Care Centre,North Region,County of Bruce,The Monkey Barrel Ind,57029,Full Day(6 hours or more in a day),2017-10-02,Active,,English,260,Goderich,Street,Port Elgin,ON,N0H 2C1,
5328,2020-02-29,The Monkey Barrel Indoor Play Inc,Child Care Centre,North Region,County of Bruce,The Monkey Barrel Indoor Play Inc,57815,"Before school, After school",2019-09-03,Active,,English,61,Victoria,Street,Southampton,ON,N0H 2L0,
5329,2020-02-29,The Montessori School of Cambridge,Child Care Centre,Southwest Region,Regional Municipality of Waterloo,Montessori School of Cambridge - Roseview,6221,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",1985-10-15,Active,,English,9,Roseview,Avenue,Cambridge,ON,N1R 4A5,
