CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
GACIF,Beulah,Undetermined,,Community,Populated Place,UNP,c3d597d7bedb11d892e2080020a0f4c9,50.260556,-101.03667,8-15-26-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GACJF,Bield,Undetermined,,Community,Populated Place,UNP,c638b536bedb11d892e2080020a0f4c9,51.221111,-101.15389,2-26-27-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GACJI,Bifrost,Undetermined,,Rural Municipality,Administrative Area,MUN2,c76bde07bedb11d892e2080020a0f4c9,50.833333,-97.166667,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GACKD,Big Black River,Undetermined,,Northern Community,Populated Place,UNP,c81e1710bedb11d892e2080020a0f4c9,53.162778,-97.422222,48-1-E,Manitoba,50000,1994-03-31,Manitoba-Sustainable Development
GACKZ,Big Eddy Settlement,Undetermined,,Settlement,Administrative Area,GEOG,cb6e056dbedb11d892e2080020a0f4c9,53.858889,-101.32556,56-26-W,Manitoba,50000,1994-03-31,Manitoba-Sustainable Development
GACLN,Big Grass Marsh Game Bird Refuge,Undetermined,,Refuge,Administrative Area,PARK,cc3c03d6bedb11d892e2080020a0f4c9,50.391111,-98.873611,"15,16,17-10,11-W",Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GBKDG,Big Island Lake,Undetermined,,Locality,Populated Place,UNP,97e62a2fbef811d892e2080020a0f4c9,54.705833,-101.76278,15-66-29W,Manitoba,50000,1999-02-22,Manitoba-Sustainable Development
GACMP,Big Island Landing,Undetermined,,Locality,Populated Place,UNP,cfaebc76bedb11d892e2080020a0f4c9,49.784722,-95.180278,35-9-17-E,Manitoba,250000,1976-08-04,Manitoba-Sustainable Development
GACQS,Big Whiteshell Lake,Undetermined,,Locality,Populated Place,UNP,d784a848bedb11d892e2080020a0f4c9,50.085278,-95.373333,13-16-E,Manitoba,250000,1973-11-26,Manitoba-Sustainable Development
GACQV,Big Woody,Undetermined,,Locality,Populated Place,UNP,d8a5819abedb11d892e2080020a0f4c9,52.139722,-101.46611,"25,26-36-29-W",Manitoba,250000,1954-08-05,Manitoba-Sustainable Development
GACRR,Binney,Undetermined,,Locality,Populated Place,UNP,d8f57664bedb11d892e2080020a0f4c9,49.261667,-98.5925,34-3-9-W,Manitoba,50000,1999-02-19,Manitoba-Sustainable Development
GACRS,Binscarth,Undetermined,,Village,Populated Place,VILG,d9f1fed5bedb11d892e2080020a0f4c9,50.626667,-101.28278,"10,15-19-28-W",Manitoba,1000000,1933-12-31,Manitoba-Sustainable Development
GACRU,Birch Bay,Undetermined,,Locality,Populated Place,UNP,da038b06bedb11d892e2080020a0f4c9,51.478889,-98.538889,17-29-8-W,Manitoba,50000,1979-04-04,Manitoba-Sustainable Development
GBSLX,Birch Island Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,074de6f60a0012041408e45b98b66a79,52.38972,-99.95472,,Manitoba,50000,2012-07-27,Manitoba-Sustainable Development
GBSNK,Birch Landing,Undetermined,,Indian Reserve,Administrative Area,IR,ade4c6403d2d4489b856d4da12a836d5,50.658214,-96.59016,,Manitoba,50000,2010-03-03,Indigenous and Northern Affairs Canada
GBLCP,Birch Point Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,3d9f64f1bef911d892e2080020a0f4c9,49.168611,-95.2325,2-17E,Manitoba,1000000,1997-06-11,Manitoba-Sustainable Development
GACTU,Birch River,Undetermined,,Local Urban District,Populated Place,UNP,dc71a4edbedb11d892e2080020a0f4c9,52.396111,-101.10389,35-39-26-W,Manitoba,1000000,1998-11-30,Manitoba-Sustainable Development
GACUH,Birchview,Undetermined,,Locality,Populated Place,UNP,dc997843bedb11d892e2080020a0f4c9,50.998333,-100.7425,22-23-24-W,Manitoba,250000,1947-10-07,Manitoba-Sustainable Development
GACUJ,Birchwood,Undetermined,,Neighbourhood,Populated Place,UNP,dc9f92c4bedb11d892e2080020a0f4c9,49.874167,-97.256111,,Manitoba,50000,1974-02-18,Manitoba-Sustainable Development
GACUK,Bird,Undetermined,,Community,Populated Place,UNP,dca5fb65bedb11d892e2080020a0f4c9,56.503611,-94.210556,86-21-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GACUU,Bird River,Undetermined,,Locality,Populated Place,UNP,ddc6869bbedb11d892e2080020a0f4c9,50.412778,-95.679444,12-17-13-E,Manitoba,250000,1949-09-01,Manitoba-Sustainable Development
GACUO,Birdinia,Undetermined,,Locality,Populated Place,UNP,ddabf9b7bedb11d892e2080020a0f4c9,50.845556,-99.065556,27-21-12-W,Manitoba,250000,1977-11-04,Manitoba-Sustainable Development
GACUW,Birds Hill,Undetermined,,Community,Populated Place,UNP,ddcd8b7cbedb11d892e2080020a0f4c9,49.975,-97.005278,,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GACUX,Birds Hill Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,ddd4de7dbedb11d892e2080020a0f4c9,50.024444,-96.883611,,Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GBLPX,Birds Hill Wildlife Refuge,Undetermined,,Wildlife Refuge,Administrative Area,PARK,63aa03a8bef911d892e2080020a0f4c9,49.970556,-96.914444,36-11-4E,Manitoba,1000000,2000-12-05,Manitoba-Sustainable Development
GACUZ,Birdtail,Undetermined,,Locality,Populated Place,UNP,dde3847ebedb11d892e2080020a0f4c9,50.726944,-100.88639,21-20-25-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBPEU,Birdtail Creek 57,Undetermined,,Indian Reserve,Administrative Area,IR,ea14477ebbe211d892e2080020a0f4c9,50.269444,-101.16722,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GBPEV,Birdtail Hay Lands 57A,Undetermined,,Indian Reserve,Administrative Area,IR,ea1a890fbbe211d892e2080020a0f4c9,50.218889,-101.11472,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GBEYU,Birdtail Sioux,Undetermined,,Community,Populated Place,UNP,7c710a0fbef411d892e2080020a0f4c9,50.266667,-101.15,"8,9-15-27-W",Manitoba,250000,1983-05-25,Manitoba-Sustainable Development
GBTBW,Birdtail Sioux Dakota Nation 57C,Undetermined,,Indian Reserve,Administrative Area,IR,e480b85ea8ef465ebecd5f7741379836,50.520053,-101.156953,,Manitoba,50000,2016-04-28,Indigenous and Northern Affairs Canada
GACVN,Birnie,Undetermined,,Community,Populated Place,UNP,dee90da3bedb11d892e2080020a0f4c9,50.447222,-99.44,14-17-15-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GACVX,Birtle,Undetermined,,Town,Populated Place,TOWN,df112f19bedb11d892e2080020a0f4c9,50.4225,-101.0475,6-17-26-W,Manitoba,1000000,1952-08-14,Manitoba-Sustainable Development
GACVW,Birtle,Undetermined,,Rural Municipality,Administrative Area,MUN2,df0b1498bedb11d892e2080020a0f4c9,50.473889,-100.99944,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GACWJ,Bissett,Undetermined,,Northern Community,Populated Place,UNP,e0202e20bedb11d892e2080020a0f4c9,51.025,-95.681111,24-13-E,Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GBPEW,Black River 9,Undetermined,,Indian Reserve,Administrative Area,IR,ea21b500bbe211d892e2080020a0f4c9,50.829167,-96.316111,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GBPIH,Black Sturgeon,Undetermined,,Indian Reserve,Administrative Area,IR,ed7bdbd1bbe211d892e2080020a0f4c9,56.831389,-100.57083,"90,91-20-W",Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GACXO,Blackdale,Undetermined,,Locality,Populated Place,UNP,e165a581bedb11d892e2080020a0f4c9,50.064167,-97.134444,4-13-3-E,Manitoba,250000,1933-12-31,Manitoba-Sustainable Development
GACZH,Blacks Point,Undetermined,,Locality,Populated Place,UNP,e4b7b6cebedb11d892e2080020a0f4c9,51.239722,-96.738056,7-26-6-E,Manitoba,250000,1978-11-02,Manitoba-Sustainable Development
GADAC,Blanshard,Undetermined,,Rural Municipality,Administrative Area,MUN2,e5e931fabedb11d892e2080020a0f4c9,50.175556,-100.34722,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GBEYV,Bloodvein,Undetermined,,Community,Populated Place,UNP,7c8925f0bef411d892e2080020a0f4c9,51.790833,-96.705278,"28,32,33-32-6-E",Manitoba,7500000,1983-05-25,Manitoba-Sustainable Development
GBPEX,Bloodvein 12,Undetermined,,Indian Reserve,Administrative Area,IR,ea281da1bbe211d892e2080020a0f4c9,51.776111,-96.688611,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GADBM,Bloodvein River,Undetermined,,Post Office,Populated Place,UNP,e80b4ebfbedb11d892e2080020a0f4c9,51.790833,-96.705278,"28,32-33-32-6-E",Manitoba,50000,1983-05-25,Manitoba-Sustainable Development
GADBQ,Bloom,Undetermined,,Locality,Populated Place,UNP,e8127ab0bedb11d892e2080020a0f4c9,49.978889,-98.491111,3-12-8-W,Manitoba,50000,1946-12-03,Manitoba-Sustainable Development
GADDA,Bluff Creek,Undetermined,,Locality,Populated Place,UNP,ea174b70bedb11d892e2080020a0f4c9,50.816667,-98.833889,20-21-10-W,Manitoba,250000,1947-11-04,Manitoba-Sustainable Development
GADDS,Blumenfeld,Undetermined,,Community,Populated Place,UNP,eb34f07abedb11d892e2080020a0f4c9,49.050278,-97.958889,20-1-4-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GADDT,Blumengart,Undetermined,,Locality,Populated Place,UNP,eb3bce4bbedb11d892e2080020a0f4c9,49.132778,-97.795833,"15,16-2-3-W",Manitoba,250000,1952-05-01,Manitoba-Sustainable Development
GADDW,Blumenort,Undetermined,,Local Urban District,Populated Place,UNP,eb41c1bcbedb11d892e2080020a0f4c9,49.604444,-96.688889,"27,34-7-6-E",Manitoba,1000000,1998-11-30,Manitoba-Sustainable Development
GBLHH,Blumenort South,Undetermined,,Community,Populated Place,UNP,531af800bef911d892e2080020a0f4c9,49.003611,-97.655556,3-1-2W,Manitoba,250000,1998-07-30,Manitoba-Sustainable Development
GADEX,Boggy Creek,Undetermined,,Community,Populated Place,UNP,ed874502bedb11d892e2080020a0f4c9,51.535,-101.35361,"32,33-29-28-W",Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GADFN,Boissevain,Undetermined,,Town,Populated Place,TOWN,edbc85dabedb11d892e2080020a0f4c9,49.230556,-100.055,24-3-20-W,Manitoba,7500000,1955-01-20,Manitoba-Sustainable Development
GBPEY,Bottle Lake 61B,Undetermined,,Indian Reserve,Administrative Area,IR,ea369c92bbe211d892e2080020a0f4c9,50.629722,-100.17611,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GADJW,Boundary Park,Undetermined,,Neighbourhood,Populated Place,UNP,3251495fbedc11d892e2080020a0f4c9,50.514167,-96.974167,4-18-4-E,Manitoba,250000,1983-06-09,Manitoba-Sustainable Development
GADKU,Bowsman,Undetermined,,Village,Populated Place,VILG,0e70f39fbede11d892e2080020a0f4c9,52.235833,-101.20722,2-38-27-W,Manitoba,1000000,1952-02-06,Manitoba-Sustainable Development
GADLE,Boyd,Undetermined,,Railway Point,Populated Place,UNP,37d48091bede11d892e2080020a0f4c9,55.877778,-96.4725,33-79-7-E,Manitoba,250000,1967-03-06,Manitoba-Sustainable Development
GADMQ,Bradwardine,Undetermined,,Community,Populated Place,UNP,8f2ae6a4bede11d892e2080020a0f4c9,49.995556,-100.46361,7-12-22-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GADMT,Braeside,Undetermined,,Neighbourhood,Populated Place,UNP,902b3fa6bede11d892e2080020a0f4c9,49.910833,-97.08,,Manitoba,50000,1974-02-18,Manitoba-Sustainable Development
GADMV,Brainerd,Undetermined,,Railway Point,Populated Place,UNP,90c1da58bede11d892e2080020a0f4c9,50.125,-96.854167,,Manitoba,50000,1983-05-30,Manitoba-Sustainable Development
GADMZ,Brandon,Undetermined,,City,Populated Place,CITY,93426abbbede11d892e2080020a0f4c9,49.846944,-99.952222,,Manitoba,15000000,1946-12-03,Manitoba-Sustainable Development
GADNC,Brandon Hills,Undetermined,,Locality,Populated Place,UNP,937c185dbede11d892e2080020a0f4c9,49.754722,-99.870833,"17,21-9-18-W",Manitoba,250000,1977-05-30,Manitoba-Sustainable Development
GBIRQ,Brandon Hills Wildlife Management Area,Undetermined,,Wildlife Management Area,Administrative Area,PARK,78bf44b9bef711d892e2080020a0f4c9,49.714444,-99.836111,5-9-18W,Manitoba,1000000,1994-01-14,Manitoba-Sustainable Development
GADNI,Brandon North,Undetermined,,Railway Point,Populated Place,UNP,939349debede11d892e2080020a0f4c9,49.997778,-99.931667,7-12-18-W,Manitoba,50000,1936-04-15,Manitoba-Sustainable Development
GADOI,Breezy Point,Undetermined,,Locality,Populated Place,UNP,97b2962fbede11d892e2080020a0f4c9,50.271667,-96.849167,9-15-5-E,Manitoba,250000,1978-07-24,Manitoba-Sustainable Development
GADOO,Brenda,Undetermined,,Rural Municipality,Administrative Area,MUN2,9802b103bede11d892e2080020a0f4c9,49.177778,-100.69083,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GADOW,Brereton Lake,Undetermined,,Locality,Populated Place,UNP,983336e5bede11d892e2080020a0f4c9,49.913611,-95.528611,11-14-15-E,Manitoba,50000,1976-03-30,Manitoba-Sustainable Development
GBKDA,Brewster Bay,Undetermined,,Community,Populated Place,UNP,96ae6d79bef811d892e2080020a0f4c9,50.772778,-96.988611,33-20-4E,Manitoba,50000,1999-01-21,Manitoba-Sustainable Development
GADPL,Bridgar,Undetermined,,Railway Point,Populated Place,UNP,9a32b06bbede11d892e2080020a0f4c9,55.636944,-97.061667,3-77-3-E,Manitoba,250000,1933-12-31,Manitoba-Sustainable Development
GADPW,Briggs Spur,Undetermined,,Community,Populated Place,UNP,9a9f54efbede11d892e2080020a0f4c9,52.078889,-100.65306,36-23-W,Manitoba,50000,1994-03-31,Manitoba-Sustainable Development
GBGKK,Bright Oaks,Undetermined,,Neighbourhood,Populated Place,UNP,6e6e3c21bef611d892e2080020a0f4c9,49.826389,-97.118056,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GADQD,Brightstone,Undetermined,,Community,Populated Place,UNP,9ac1aa00bede11d892e2080020a0f4c9,50.282778,-96.166667,16-15-10-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBFHT,Brightstone Sand Hills Provincial Forest,Undetermined,,Provincial Forest,Administrative Area,PARK,959a88fabef411d892e2080020a0f4c9,50.45,-96.191667,"16,17,18-9,10-E",Manitoba,1000000,1984-03-14,Manitoba-Sustainable Development
GADQK,Bristol,Undetermined,,Locality,Populated Place,UNP,9c5cbc65bede11d892e2080020a0f4c9,49.472778,-96.738333,8-6-6-E,Manitoba,250000,1976-07-08,Manitoba-Sustainable Development
GADRA,Broad Valley,Undetermined,,Community,Populated Place,UNP,9d0c5d5cbede11d892e2080020a0f4c9,50.985556,-97.651111,15-23-2-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GADRD,Broad Valley Wildlife Management Area,Undetermined,,Wildlife Management Area,Administrative Area,PARK,9d34a5debede11d892e2080020a0f4c9,50.969444,-97.702778,23-2-W,Manitoba,1000000,1978-08-21,Manitoba-Sustainable Development
GADRG,Brochet,Undetermined,,Northern Community,Populated Place,UNP,9ea091f0bede11d892e2080020a0f4c9,57.879722,-101.67111,,Manitoba,7500000,1994-03-31,Manitoba-Sustainable Development
GBPEZ,Brochet 197,Undetermined,,Indian Reserve,Administrative Area,IR,ea3feb63bbe211d892e2080020a0f4c9,57.9,-101.58306,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GADRV,Brokenhead,Undetermined,,Rural Municipality,Administrative Area,MUN2,9fd8c3dabede11d892e2080020a0f4c9,50.078056,-96.499444,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GADRW,Brokenhead,Undetermined,,Locality,Populated Place,UNP,a18f9b9bbede11d892e2080020a0f4c9,50.239444,-96.4875,1-15-7-E,Manitoba,250000,1950-04-06,Manitoba-Sustainable Development
GBPFA,Brokenhead 4,Undetermined,,Indian Reserve,Administrative Area,IR,ea49fd84bbe211d892e2080020a0f4c9,50.3580555,-96.6030556,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GBEYW,Brokenhead Reserve,Undetermined,,Community,Populated Place,UNP,7ca5fcc1bef411d892e2080020a0f4c9,50.372222,-96.625,"16-6,7-E",Manitoba,1000000,1983-05-25,Manitoba-Sustainable Development
GBHFI,Brokenhead River Ecological Reserve,Undetermined,,Ecological Reserve,Administrative Area,PARK,a101c748bef611d892e2080020a0f4c9,50.183333,-96.446389,16-14-8-E1,Manitoba,1000000,1991-03-20,Manitoba-Sustainable Development
GADSL,Bronx,Undetermined,,Neighbourhood,Populated Place,UNP,a257315fbede11d892e2080020a0f4c9,49.912778,-97.112222,,Manitoba,50000,1974-02-18,Manitoba-Sustainable Development
GADSM,Brookdale,Undetermined,,Community,Populated Place,UNP,a28630a0bede11d892e2080020a0f4c9,50.048056,-99.563611,26-12-16-W,Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GADSP,Brookfield,Undetermined,,Locality,Populated Place,UNP,a2e8c302bede11d892e2080020a0f4c9,50.134167,-96.059722,14-11-E,Manitoba,250000,1985-10-16,Manitoba-Sustainable Development
GADSQ,Brooklands,Undetermined,,Neighbourhood,Populated Place,UNP,a30328d3bede11d892e2080020a0f4c9,49.920833,-97.2,,Manitoba,50000,1974-02-18,Manitoba-Sustainable Development
GADSV,Broomhill,Undetermined,,Locality,Populated Place,UNP,a4f55be7bede11d892e2080020a0f4c9,49.393056,-101.0875,17-5-27-W1,Manitoba,250000,1988-07-11,Manitoba-Sustainable Development
GADSW,Broomhill Wildlife Management Area,Undetermined,,Wildlife Management Area,Administrative Area,PARK,a5312c68bede11d892e2080020a0f4c9,49.406944,-101.025,"22,23-5-27-W",Manitoba,1000000,1976-10-19,Manitoba-Sustainable Development
GADTE,Brown,Undetermined,,Locality,Populated Place,UNP,a62fb0b0bede11d892e2080020a0f4c9,49.044444,-98.178333,22-1-6-W,Manitoba,250000,1982-10-12,Manitoba-Sustainable Development
GBGJU,Bruce Park,Undetermined,,Neighbourhood,Populated Place,UNP,6d2171c2bef611d892e2080020a0f4c9,49.876389,-97.216667,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GADUC,Brumlie,Undetermined,,Locality,Populated Place,UNP,aa5d06bebede11d892e2080020a0f4c9,50.249167,-100.39444,2-15-22-W,Manitoba,50000,1999-02-19,Manitoba-Sustainable Development
GADUG,Brunkild,Undetermined,,Community,Populated Place,UNP,aab14142bede11d892e2080020a0f4c9,49.592778,-97.574444,30-7-1-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GADUL,Bruxelles,Undetermined,,Community,Populated Place,UNP,ab03a706bede11d892e2080020a0f4c9,49.4875,-98.918611,17-6-11-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GADUQ,Bryd,Undetermined,,Railway Point,Populated Place,UNP,acf082ebbede11d892e2080020a0f4c9,50.456111,-100.67028,14-17-24-W,Manitoba,250000,1962-11-29,Manitoba-Sustainable Development
GADVT,Budd,Undetermined,,Locality,Populated Place,UNP,b1060b3fbede11d892e2080020a0f4c9,54.0925,-100.75056,18-59-22-W,Manitoba,50000,1948-01-06,Manitoba-Sustainable Development
GBEYX,Buffalo Point,Undetermined,,Community,Populated Place,UNP,7ccb8622bef411d892e2080020a0f4c9,49.011111,-95.238889,"3,4,10-1-16,17-E",Manitoba,250000,1983-05-25,Manitoba-Sustainable Development
GBPFB,Buffalo Point 36,Undetermined,,Indian Reserve,Administrative Area,IR,ea55bd55bbe211d892e2080020a0f4c9,49.016389,-95.261667,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GZAAF,Buffalo Point First Nation 1,Undetermined,,Indian Reserve,Administrative Area,IR,abfe3219ffb111dda89a080020a0f4c9,49.0016325,-95.3892342,,Manitoba,50000,2005-03-16,Indigenous and Northern Affairs Canada
GZAAN,Buffalo Point First Nation 2,Undetermined,,Indian Reserve,Administrative Area,IR,bafe600bffb111dda89a080020a0f4c9,49.070101,-95.3023945,,Manitoba,50000,2004-03-14,Indigenous and Northern Affairs Canada
GZABB,Buffalo Point First Nation 3,Undetermined,,Indian Reserve,Administrative Area,IR,1d52ccb7ffb211dda89a080020a0f4c9,49.0013956,-95.3510556,,Manitoba,50000,2006-04-03,Indigenous and Northern Affairs Canada
GADXL,Bullhead,Undetermined,,Locality,Populated Place,UNP,b3688c62bede11d892e2080020a0f4c9,51.609167,-96.731944,30-6-E,Manitoba,250000,1937-11-02,Manitoba-Sustainable Development
GADXV,Bunclody,Undetermined,,Locality,Populated Place,UNP,b554f31abede11d892e2080020a0f4c9,49.536111,-100.05222,1-7-20-W,Manitoba,250000,1955-01-20,Manitoba-Sustainable Development
GBLCQ,Burge Lake Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,3db4e8c2bef911d892e2080020a0f4c9,56.902222,-101.035,91-23W,Manitoba,1000000,1997-06-11,Manitoba-Sustainable Development
GADYY,Burnside,Undetermined,,Railway Point,Populated Place,UNP,b7769aa8bede11d892e2080020a0f4c9,49.966944,-98.461944,35-11-8-W,Manitoba,50000,1977-06-17,Manitoba-Sustainable Development
GAEBC,Butler,Undetermined,,Community,Populated Place,UNP,bde1abcbbede11d892e2080020a0f4c9,49.795278,-101.36056,33-9-29-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAEBS,Button,Undetermined,,Railway Point,Populated Place,UNP,bf43acd6bede11d892e2080020a0f4c9,54.678889,-98.994722,1-66-11-W,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
