,name,source_facility_type,source_id,capacity,facility_type,city,full_address,postal_code,provider
4417,STUDENTS' UNION AND COMMUNITY EARLY LEARNING CENTRE,DAY CARE PROGRAM,179369578CF782419968B7DFFDB440C0,64,Day Care,EDMONTON,8917 112 STREET,T6G2C5,Province of Alberta
4418,IDEAL AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,1D3733DBB4986FFB48C4F7F231BE499B,36,Day Care,EDMONTON,6013 MILLWOODS ROAD SOUTH,T6L5X9,Province of Alberta
4422,BOYS & GIRLS CLUB OF LETHBRIDGE - MAIN NORTH,OUT OF SCHOOL CARE PROGRAM,3A86275AA2E9E7E2A5C3749DA73ED208,90,Day Care,LETHBRIDGE,1405 - 8 AVENUE NORTH,T1H6N9,Province of Alberta
4423,YMCA ST. GABRIEL CHILD CARE,DAY CARE PROGRAM,43045BF5A4E6C05411F24275E8D12336,56,Day Care,EDMONTON,5540 106 AVENUE,T6A1G3,Province of Alberta
4424,YMCA DR. MARGARET ANN ARMOUR OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,4914F1DA63DB311AE065D7F6C434B446,53,Day Care,EDMONTON,3815 ALLAN DRIVE SW,T6W0S7,Province of Alberta
4428,BRIGHT HORIZONS CHILDCARE ASPEN TRAILS,DAY CARE PROGRAM,5E1DB2577AD8E972957FA3FDFFA7D767,129,Day Care,SHERWOOD PARK,UNIT 710 3870 SHERWOOD DRIVE,T8H0Z8,Province of Alberta
4429,ST. KATERI SCHOOL OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,6377E0DF9F0166AD04F05AA5768D5880,27,Day Care,FORT MCMURRAY,301 SPARROW HAWK DRIVE,T9K1S5,Province of Alberta
4431,OAKS & ACORNS MONTESSORI CHILDCARE LTD.,DAY CARE PROGRAM,7119FFDF8EB7CF5848FD862A2E0AF09B,45,Day Care,CALGARY,500 MIDPARK WAY SE,T2X3S3,Province of Alberta
4432,DISCOVERY OSC DONALD R GETTY SCHOOL,OUT OF SCHOOL CARE PROGRAM,7816D2038412EEABACBAF326E4360F9D,72,Day Care,EDMONTON,8102 CHAPPELLE WAY SW,T6W1A6,Province of Alberta
4434,DISCOVERY PRESCHOOL DONALD R GETTY SCHOOL,PRE-SCHOOL PROGRAM,82A139754259A49C55FC22BA74D801A4,24,Day Care,EDMONTON,8102 CHAPPELLE WAY SW,T6W1A6,Province of Alberta
4435,BON ACCORD OUT OF SCHOOL CARE PROGRAM,OUT OF SCHOOL CARE PROGRAM,9403C8E2D2016F6E430B6196E8B2A6A8,23,Day Care,BON ACCORD,4751 51 STREET,T0A0K0,Province of Alberta
4436,BEAUMONT SCHOOL AGED SITE,OUT OF SCHOOL CARE PROGRAM,9D5E36C3A9A257F6F2D4A142C990B5EC,61,Day Care,BEAUMONT,4306 44 STREET,T4X1K3,Province of Alberta
4438,SHAWNESSY YMCA CHILD DEVELOPMENT CENTRE,DAY CARE PROGRAM,A2D54AEE544686E8054D9796CC3F7F53,48,Day Care,CALGARY,"400, 333 SHAWVILLE BLVD SE",T2Y4H3,Province of Alberta
4441,WAINWRIGHT MFRC CHILD DEVELOPMENT CENTRE,DAY CARE PROGRAM,B093038DA42F23D2B28FA5F9782FE6A2,22,Day Care,DENWOOD,BUILDING 400 HILLSIDE ROAD,T0B1B0,Province of Alberta
4444,MEYONOHK MORNING STAR MONTESSORI CENTRE (OUT OF SCHOOL CARE),OUT OF SCHOOL CARE PROGRAM,B9279FE8FCFDF425E8E9E7AA561650A4,24,Day Care,EDMONTON,1850 LAKEWOOD ROAD SOUTH,T6K3Y5,Province of Alberta
4445,MEYONOHK MORNING STAR MONTESSORI CENTER (NURSERY SCHOOL),PRE-SCHOOL PROGRAM,BC4B87655536992E58B8BBEC93933EAC,24,Day Care,EDMONTON,1850 LAKEWOOD ROAD SOUTH,T6K3Y5,Province of Alberta
4446,ACCI - DAYCARE,DAY CARE PROGRAM,C5EF456D9693EE895BAA732EEE521E73,41,Day Care,AIRDRIE,"134, 85 RAILWAY AVENUE SW",T4B3W9,Province of Alberta
4453,IDEAL DAYCARE,DAY CARE PROGRAM,FB5485280FC884751EF0D3D0F91BECBE,58,Day Care,EDMONTON,6013 MILLWOODS ROAD SOUTH,T6L5X9,Province of Alberta
4455,MILLENNIUM KIDZ N KARE LTD.,OUT OF SCHOOL CARE PROGRAM,0467DDC0806E3553FA83C0C780066C77,56,Day Care,CALGARY,5615 BARRETT DRIVE NW,T2L1W4,Province of Alberta
4458,POPS OUT-OF-SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,1F745A6458BDCD5879B2E31007242E3F,15,Day Care,EDMONTON,6421 118 AVENUE,T5W1G4,Province of Alberta
4467,HONEY BUNNY CHRISTIAN DAY CARE,DAY CARE PROGRAM,3F527AF6DE5D4736206AD33DD000B62F,98,Day Care,EDMONTON,13411 FORT ROAD,T5A1C6,Province of Alberta
4471,PLAYCARE OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,5426AF86D71B3776D744400CF815FAB9,31,Day Care,EDMONTON,100-6104 172 STREET,T6M1G9,Province of Alberta
4472,POPS DAY CARE CENTRE,DAY CARE PROGRAM,596D4F37EF0CF9AFB133F205F5679DAD,36,Day Care,EDMONTON,6421 118 AVENUE,T5W1G4,Province of Alberta
4473,DAYSTAR CHILDCARE CENTRE,DAY CARE PROGRAM,5DE7E7F0BC5CE9E7E4D169E3C34F9221,40,Day Care,FORT MCMURRAY,101 ABRAHAM GATE,T9H0J1,Province of Alberta
4474,LITTLE EINSTEINS OSC AT ST. CHARLES,OUT OF SCHOOL CARE PROGRAM,68D7ED88A00A4BFB3FD91754A9EDB7BE,30,Day Care,EDMONTON,105 10423 172 AVENUE,T5X4X4,Province of Alberta
4481,YMCA JAMIE PLATZ CHILD CARE,DAY CARE PROGRAM,8E64E2466218F907160F12C8B53B6506,48,Day Care,EDMONTON,7121 178 STREET,T5T5T9,Province of Alberta
4482,NEWCASTLE OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,94CA91E8568955C62A5B87D400A98AC5,30,Day Care,EDMONTON,16947 127 STREET NW,T6V1B1,Province of Alberta
4486,UNIVERSITY AND COMMUNITY EARLY LEARNING CENTRE,DAY CARE PROGRAM,A62AE33AFB995759D2FDE91F0E65BAE9,40,Day Care,EDMONTON,8720 118 STREET,T6G1T5,Province of Alberta
4487,ASLAN DAY CARE CENTRE,DAY CARE PROGRAM,AFE61726C9CABE913397EDCFD23A2964,100,Day Care,LETHBRIDGE,101 JERRY POTTS BLVD WEST,T1K5H7,Province of Alberta
4490,KIDS3 DAYCARE OUT-OF-SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,B1F84B1C1A8B5806FB859CA0F30A09D7,12,Day Care,EDMONTON,217/218/219 10175 109 STREET,T5J3M5,Province of Alberta
4492,NEWCASTLE CHILDCARE,DAY CARE PROGRAM,B759A075B9A6F0F77B52CE9006FC0E59,65,Day Care,EDMONTON,16947 127 STREET NW,T6V1B1,Province of Alberta
4497,PLAYCARE DAYCARE,DAY CARE PROGRAM,C7765232C1D75E8EA04E768327298BCC,52,Day Care,EDMONTON,100-6104 172 STREET,T6M1G9,Province of Alberta
4500,KIDS3 DAYCARE,DAY CARE PROGRAM,CD4A0E2EC8FA7D7125013B686F5F029E,96,Day Care,EDMONTON,217/218/219 10175 109 STREET,T5J3M5,Province of Alberta
4502,KINDER CAMPUS CHILD CARE COMMUNITY INC. (HILLTOP CAMPUS),DAY CARE PROGRAM,D7C082AE1FA3CE552F4A36ED7ADF50E3,58,Day Care,EDMONTON,13611 119 STREET,T5E5N3,Province of Alberta
4505,DISCOVERY PLACE PRE-SCHOOL SOCIETY OF EDMONTON,PRE-SCHOOL PROGRAM,E3E2E28C1B10145AE9A3881AFB0C7707,24,Day Care,EDMONTON,#7 10725 51 AVENUE,T6H0L3,Province of Alberta
4507,CALGARY AND REGION FAMILY DAY HOME AGENCY INC.,FAMILY DAY HOME,ED147C1BE880CFF3C6839D2658406301,760,Home,CALGARY,3224 28 STREET SW,T3E2J6,Province of Alberta
4508,YOUNGSTOWN OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,EF0C00844280E897BA3F4EAAA5FF35D7,41,Day Care,EDMONTON,10330 163 STREET,T5P3N5,Province of Alberta
4509,HONEY BUNNY CHRISTIAN AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,F90DDB606E1661A105F7A9AF603A0CEC,45,Day Care,EDMONTON,13411 FORT ROAD,T5A1C6,Province of Alberta
4510,YOUNGSTOWN CHILD CARE CENTRE,DAY CARE PROGRAM,FC7C17ED2C8A65F9D24556B697043F18,20,Day Care,EDMONTON,10330 163 STREET,T5P3N5,Province of Alberta
4518,MINI MIRACLES DAYCARE LTD.,DAY CARE PROGRAM,1F62591AEB3F57C428A2F5D94A40DF98,56,Day Care,CALGARY,4 TEMPLEVALE GATE NE,T1Y5R7,Province of Alberta
4523,LES TOURNESOLS/SUNFLOWERS BILINGUAL MONTESSORI CENTRE,DAY CARE PROGRAM,36D19E31BC8D6495A66D7BCCF271DB6F,20,Day Care,EDMONTON,7055 99 STREET,T6E3R4,Province of Alberta
4525,BLOSSOM HEIGHTS OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,3C79FB9F086EBE77C4C7E96624509A9A,10,Day Care,CALGARY,6615 19 ST SE,T2C0P1,Province of Alberta
4526,SIGIS CHILD CARE SOCIETY (GISH),OUT OF SCHOOL CARE PROGRAM,40537A1C9F8003AE840ECF95D44ED210,50,Day Care,ST. ALBERT,75 AKINS DRIVE,T8N3A5,Province of Alberta
4529,ST. FRANCIS CHILDCARE LTD. (DAY CARE),DAY CARE PROGRAM,4E022E0557B95C4F6FA6574F5C3B6377,42,Day Care,EDMONTON,6614 129 AVENUE,T5C1V7,Province of Alberta
4534,ST. FRANCIS CHILDCARE LTD. OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,6889C8A57E9D520A4B10535AABDC9DCA,29,Day Care,EDMONTON,6614 129 AVENUE,T5C1V7,Province of Alberta
4541,RANCHLANDS CHILDREN COME FIRST ASSOCIATION - BOWCROFT,OUT OF SCHOOL CARE PROGRAM,94BAB940AF48B23A0C227937D946F68F,77,Day Care,CALGARY,3940 - 73 STREET NW,T3B2L9,Province of Alberta
4550,1000 WOMEN CHILD CARE,DAY CARE PROGRAM,A91FB2F7C697117C86350864FBA09ECA,56,Day Care,EDMONTON,10215 108 STREET,T5J1L6,Province of Alberta
4558,THE CHAMPIONS ACADEMY OSC,OUT OF SCHOOL CARE PROGRAM,C0298683A185D3AC541ADB45E3EDFCEB,17,Day Care,EDMONTON,6814 104 STREET,T6H2L6,Province of Alberta
4559,MINI MIRACLES DAYCARE LTD.,OUT OF SCHOOL CARE PROGRAM,C953530E60CDB03BF37E7B080917EFE6,20,Day Care,CALGARY,4 TEMPLEVALE GATE NE,T1Y5R7,Province of Alberta
4570,LES TOURNESOLS/SUNFLOWERS BILINGUAL MONTESSORI CENTRE,OUT OF SCHOOL CARE PROGRAM,F03947013224446C52C29CCEB31A04F3,14,Day Care,EDMONTON,7055 99 STREET,T6E3R4,Province of Alberta
4571,BLOSSOM HEIGHTS CHILDCARE CENTRE,DAY CARE PROGRAM,FB96709EC28DABB1B5B300DC59ADCB3D,20,Day Care,CALGARY,6615 19 STREET SE,T2C0P1,Province of Alberta
4572,EVERGREEN - SHAWNEE DAYCARE LTD,DAY CARE PROGRAM,03B3997A4F4BFA5A083863DBB2D0B74F,56,Day Care,CALGARY,1436 JAMES MCKEVITT ROAD SW,T2Y2W9,Province of Alberta
4583,1ST CLASS AFTER CLASS - ST. WILLIAM,OUT OF SCHOOL CARE PROGRAM,55F1BDB1BA720AEF2ED29B3E45953801,89,Day Care,CALGARY,11020 FAIRMOUNT DR. SE,T2J0T1,Province of Alberta
4585,GLENGARRY OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,5D48066C6F3C161E78E46291A747116C,39,Day Care,EDMONTON,13315 89 STREET,T5E3K3,Province of Alberta
4587,MARYVIEW SCHOOL AGE PROGRAM,OUT OF SCHOOL CARE PROGRAM,7C7A960B4F0447706C45CA9A01B3A183,42,Day Care,RED DEER,3829 39 STREET,T4N0Y6,Province of Alberta
4590,CENTRE DE LA PETITE ENFANCE QUATRE-VENTS,PRE-SCHOOL PROGRAM,A8EC45497852B21F9B29193C36703E04,30,Day Care,PEACE RIVER,7401 - 99 RUE,T8S1R4,Province of Alberta
4591,LITTLE STEPS,PRE-SCHOOL PROGRAM,AA0A4185CA6BCFA7EC6C558F34667F2C,24,Day Care,CALGARY,19 RIVERVALLEY DRIVE SE,T2C3S1,Province of Alberta
4598,LA PREMATERNELLE CAPUCINE-ENM,PRE-SCHOOL PROGRAM,CC2AD34778AE887B93682C17D8892DB9,16,Day Care,CALGARY,220 SCENIC ACRES DRIVE NW,T3L1N4,Province of Alberta
4602,GLENGARRY CHILD CARE CENTRE,DAY CARE PROGRAM,DE6D1DDCC40D03B6F6BCDA47B054D209,78,Day Care,EDMONTON,13315 89 STREET,T5E3K3,Province of Alberta
4608,LITTLE STEPS,OUT OF SCHOOL CARE PROGRAM,F0C9E7DE735C552E194A002DFB08A7C6,60,Day Care,CALGARY,19 RIVERVALLEY DRIVE SE,T2C3S1,Province of Alberta
4613,AMBLESIDE AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,1ADF2C5FB296350DC77AE6DD1047D353,50,Day Care,EDMONTON,UNIT 114 6060 ANDREWS WAY SW,T6W3S9,Province of Alberta
4614,PRIDDIS EARLY LEARNING PROGRAM,PRE-SCHOOL PROGRAM,1E2D0EFDF3939C20D49B24ECAFBA7752,18,Day Care,PRIDDIS,178131 PRIDDIS VALLEY ROAD,T0L1W0,Province of Alberta
4616,WEE WORLD COLLEGE OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,20434ED7405A9F618415DAB86121B18D,36,Day Care,EDMONTON,10217 164 AVENUE,T5X3C9,Province of Alberta
4617,SALTO PRESCHOOL,PRE-SCHOOL PROGRAM,251393053DEB439B3811B44F7277DE89,32,Day Care,SHERWOOD PARK,2025 OAK STREET,T8A0W9,Province of Alberta
4621,OUR HOUSE CLUB HOUSE,OUT OF SCHOOL CARE PROGRAM,3106A0FF1CFE151F0B66417563A1CB50,40,Day Care,MORINVILLE,10010 101 AVE,T8R1R1,Province of Alberta
4622,CENTRE DAYCARE @ TELUS PLAZA,DAY CARE PROGRAM,3456AC39EB9AB8D838DBC9D6CB4351AF,58,Day Care,EDMONTON,30 10025 JASPER AVENUE,T5J2B8,Province of Alberta
4626,BRIGHTPATH WEST HENDAY OSC,OUT OF SCHOOL CARE PROGRAM,4A166B1A0C23484A37B77E0C333A0D27,45,Day Care,EDMONTON,850 WEBBER GREENS DRIVE,T5T4K5,Province of Alberta
4639,DISCOVERY PRESCHOOL SOCIETY OF CALGARY,PRE-SCHOOL PROGRAM,90DBDEBE8EB102C0A5C3CF2D635A1E34,18,Day Care,CALGARY,2035 - 26 A ST. SW,T3E2B9,Province of Alberta
4643,BRIGHTPATH WEST HENDAY,DAY CARE PROGRAM,9A243375F0D88335C9990F34D70AB0AA,202,Day Care,EDMONTON,850 WEBBER GREENS DRIVE,T5T4K5,Province of Alberta
4644,SIGIS CHILD CARE SOCIETY (SIR ALEXANDER MACKENZIE),OUT OF SCHOOL CARE PROGRAM,9B0B8F17B248020D6587D96AE12A22B8,40,Day Care,ST. ALBERT,61 SIR WINSTON CHURCHILL AVE,T8N2X7,Province of Alberta
4647,SEXSMITH CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,B7CBC4CA44B6D7CB5337AF8E5485D0FF,26,Day Care,SEXSMITH,9802-93 STREET,T0H3C0,Province of Alberta
4650,SEXSMITH CHILD DEVELOPMENT CENTRE,DAY CARE PROGRAM,BBDAECBF82D78B1E72DB41A0CAB9A30D,88,Day Care,SEXSMITH,9802-93 STREET,T0H3C0,Province of Alberta
4653,WEE WORLD DAY CARE,DAY CARE PROGRAM,D0E156E7A68F32D5F684BB04240965B8,41,Day Care,EDMONTON,10217 164 AVENUE,T5X3C9,Province of Alberta
4654,RECHOUSE - LAKE BONAVISTA ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,D4B42D171127C812B09AD320D58D6B75,54,Day Care,CALGARY,1015 - 120 AVE SE,T2J2L1,Province of Alberta
4660,AMBLESIDE DAYCARE,DAY CARE PROGRAM,ED4FB8CA7CD9CEB9BC3524FC50435D1A,72,Day Care,EDMONTON,UNIT 114 6060 ANDREWS WAY SW,T6W3S9,Province of Alberta
4667,TCS GREAT BEGINNINGS,PRE-SCHOOL PROGRAM,173C8A3895DF19B9EBBC7CC2212F4C68,27,Day Care,THORHILD,21410 HWY 18,T0A3J0,Province of Alberta
4668,BOYS & GIRLS CLUB OF COCHRANE AND AREA - 5TH AVE CLUB,OUT OF SCHOOL CARE PROGRAM,1C04290CC9D8DE904FEF874CAAF81C82,80,Day Care,COCHRANE,111 - 5TH AVENUE WEST,T4C1B5,Province of Alberta
4669,BRIGHT FUTURES PRESCHOOL & DAYCARE LTD.,DAY CARE PROGRAM,1F8AF5FF4C5E30173DA0B2A4C4D48F27,27,Day Care,CALGARY,"#1217, 55 SKYVIEW RANCH ROAD NE",T3N0E4,Province of Alberta
4670,THE PUMPKIN PATCH,DAY CARE PROGRAM,30556156A20D06DF6B3092DFD7051CD6,44,Day Care,SMOKY LAKE,5019 50 STREET,T0A3C0,Province of Alberta
4671,YMCA BEAVERBROOK OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,35CDE79673AA2198E8A176EC572517E7,105,Day Care,SPRUCE GROVE,344 PIONEER ROAD,T7X0W8,Province of Alberta
4672,KIDCO COMMUNITY CENTRE @ FRASER SCHOOL,OUT OF SCHOOL CARE PROGRAM,383515DB9EC4DE97F82825ACBE206D1B,30,Day Care,EDMONTON,14904 21 STREET,T5Y2L6,Province of Alberta
4674,YMCA BEAVERBROOK CHILD CARE,DAY CARE PROGRAM,42C181F7AF0C6BAEBE825BEBD691BD5F,64,Day Care,SPRUCE GROVE,344 PIONEER ROAD,T7X0W8,Province of Alberta
4675,SUNSHINE OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,4301E829AED14D9E40B0D0B65CD9A325,30,Day Care,EDMONTON,3516/3528 137 AVENUE,T5Y1Y7,Province of Alberta
4677,TOT SPOT ACADEMY OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,44893CE2F361EC4CE8CD0F5A3F4B50FA,15,Day Care,ST. ALBERT,9420 86 MCKENNEY AVE,T8N2G4,Province of Alberta
4678,THE PUMPKIN PATCH BEFORE AND AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,46C79DB88D94268308E90627743874D7,9,Day Care,SMOKY LAKE,5019-50 ST,T0A3C0,Province of Alberta
4681,CHILDREN'S CHOICE OUT OF SCHOOL PROGRAM,OUT OF SCHOOL CARE PROGRAM,4C136288D6FEB822DEFA379A5D9E76BC,56,Day Care,CALGARY,3133 - 30 AVE SE,T2G4X8,Province of Alberta
4682,HAK GREAT BEGINNINGS,PRE-SCHOOL PROGRAM,513C98C24F3D2D9A3359539CE0BD23B8,30,Day Care,SMOKY LAKE,5019-50 STREET,T0A3C0,Province of Alberta
4683,BRIDGELAND DAY CARE AND AFTER SCHOOL PROGRAM,OUT OF SCHOOL CARE PROGRAM,528523CB740CD401431492EE622B7DC7,24,Day Care,CALGARY,736 MCDOUGALL CRT NE,T2E2W6,Province of Alberta
4689,SUNSHINE CHILD CARE CENTER,DAY CARE PROGRAM,6723BD203B9494729BF4D5267D4024CD,49,Day Care,EDMONTON,3516/3528 137 AVENUE,T5Y1Y7,Province of Alberta
4692,CLEARWATER BOYS AND GIRLS CLUB,OUT OF SCHOOL CARE PROGRAM,75842F0DE6701559A7D8254E3E982F1A,60,Day Care,ROCKY MOUNTAIN HOUSE,4928 49 STREET,T4T1C2,Province of Alberta
4693,BCS - CHILD CARE PROGRAMS,OUT OF SCHOOL CARE PROGRAM,773C14B79F9301ED5E16BE483B2CE16B,46,Day Care,CALGARY,15001 - 69 STREET NW,T3R1C5,Province of Alberta
4695,BRIDGELAND DAY CARE AND AFTER SCHOOL PROGRAM,DAY CARE PROGRAM,8A87F0AD2562D2CEFA9FE9F66D337F77,45,Day Care,CALGARY,736 MCDOUGALL CRT NE,T2E2W6,Province of Alberta
4698,MICHAEL'S MONTESSORI CHILDREN'S CENTRE,PRE-SCHOOL PROGRAM,93C443E3D25486C15213C8CE41DB2091,24,Day Care,CALGARY,1316 FALCONRIDGE DRIVE NE,T3J2A1,Province of Alberta
4699,CRAYON ACADEMY INC.,DAY CARE PROGRAM,A485311F8ABDE19416A3BF68B0099EAB,34,Day Care,MEDICINE HAT,155 11 ST SW (IN PORTABLES),T1A4S2,Province of Alberta
4700,TERWILLEGAR COMMUNITY PRESCHOOL,PRE-SCHOOL PROGRAM,AB056B0CB9078A89CA1EDF102EC225B5,46,Day Care,EDMONTON,1751 TOWNE CENTRE BLVD,T6R3N9,Province of Alberta
4703,BCS - CHILD CARE PROGRAMS,PRE-SCHOOL PROGRAM,B7A9BFBA800AC04ACB91EC67B4C097B3,20,Day Care,CALGARY,15001 - 69 STREET NW,T3R1C5,Province of Alberta
4711,ST. FRANCIS XAVIER SCHOOL - OUT OF SCHOOL CARE PROGRAM,OUT OF SCHOOL CARE PROGRAM,CFF860A77FC5E277B48C007F064042F3,25,Day Care,MEDICINE HAT,318 8 STREET NE,T1A5R6,Province of Alberta
4716,TOT SPOT ACADEMY INC.,DAY CARE PROGRAM,F1B28490463C469E413DA83567023AE2,82,Day Care,ST. ALBERT,9420 86 MCKENNEY AVE,T8N2G4,Province of Alberta
4719,MICHAEL'S MONTESSORI CHILDREN'S CENTRE,OUT OF SCHOOL CARE PROGRAM,F6529BA87E36F237F4B998A8D5CE0FFB,14,Day Care,CALGARY,1316 FALCONRIDGE DRIVE NE,T3J2A1,Province of Alberta
4720,MARY POPPINS,DAY CARE PROGRAM,F6A7AD730D8AE95A0A0D8BAED362F909,32,Day Care,COLD LAKE,BUILDING 674,T9M2C3,Province of Alberta
4721,WESTBROOK PLAYSCHOOL ASSOCIATION,PRE-SCHOOL PROGRAM,F6D17062D2071DBB79443DFFCB4AC9A7,23,Day Care,COCHRANE,NE 3-28-4-5,T4C1B7,Province of Alberta
4722,SHAGANAPPI FAMILY DAY HOME AGENCY,FAMILY DAY HOME,03A19B34D181878E15812E419D14D558,80,Home,CALGARY,3415 8 AVENUE SW,T3C0E8,Province of Alberta
4725,YMCA CHRIST THE KING OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,07FC283ABD0E4AF45D1A4349B44F58B2,56,Day Care,EDMONTON,180 MCCONACHIE DRIVE NW,T5Y0K9,Province of Alberta
4729,LEARNING BY PLAYING PRESCHOOL INC - CLOSED,PRE-SCHOOL PROGRAM,15250D083AFA0A3BFDF6FD086B333FA6,24,Day Care,CALGARY,"113, 178 - 96 AVE NE",T3K6G4,Province of Alberta
4734,WONDER WORLD CALLINGWOOD DAY CARE,DAY CARE PROGRAM,37932FF24DF4904A62527BDB0CED5954,101,Day Care,EDMONTON,6703/6709 177 STREET,T5T4K3,Province of Alberta
4736,ABC PROGRAM,PRE-SCHOOL PROGRAM,39EC21F5EFB4EC39733DA4C906AD11F9,20,Day Care,CALGARY,16520 - 24 STREET SW,T2Y4W2,Province of Alberta
4738,SUNALTA STUDENT CARE,OUT OF SCHOOL CARE PROGRAM,3F03775A5029E330E3AA157A81F0597B,106,Day Care,CALGARY,536 SONORA AVENUE SW,T3C2J9,Province of Alberta
4741,GREENFIELD (JAN REIMER) SCHOOL AGE PROGRAM,OUT OF SCHOOL CARE PROGRAM,46CB60F1AAEC64B90FD137AF466B643E,98,Day Care,EDMONTON,360 ORCHARDS BOULEVARD SW,T6X2E1,Province of Alberta
4743,TROCHU SCHOOL AGE PROGRAM,OUT OF SCHOOL CARE PROGRAM,4F5C4BB6AB6181D2F96CAEFBAA31157E,20,Day Care,TROCHU,211 SCHOOL ROAD,T0M2C0,Province of Alberta
4748,CALGARY ARTS ACADEMY STUDENT CARE,OUT OF SCHOOL CARE PROGRAM,5493A98E97B40D764477ABCE6A9784DA,90,Day Care,CALGARY,2036 20 AVE SW,T2T0M2,Province of Alberta
4751,ACME PLAYSCHOOL,PRE-SCHOOL PROGRAM,62E17E6C6220A288960C332B2414136E,24,Day Care,ACME,620 WALSH AVE,T0M0A0,Province of Alberta
4754,YMCA TWIN BROOKS CHILD CARE,DAY CARE PROGRAM,6D546D1AC1C3CBB4848D8D191F006897,48,Day Care,EDMONTON,1120 113 STREET,T6J7J4,Province of Alberta
4755,MILLARVILLE EARLY LEARNING SOCIETY,PRE-SCHOOL PROGRAM,6F3083E3E91E8639E6AEBF81528CEFE3,25,Day Care,MILLARVILLE,"TPN, NE 1/4, SEC. 3-21-3-W5M",T0L1K0,Province of Alberta
4756,SERVICE DE GARDE FRANCOPHONE DE RED DEER LTD OUT OF SCHOOL PROGRAM,OUT OF SCHOOL CARE PROGRAM,72EE74033D79364FC7795099E843BB20,25,Day Care,RED DEER,4810 34 STREET,T4N4R6,Province of Alberta
4757,ABC PROGRAM,OUT OF SCHOOL CARE PROGRAM,77EABEC6079B1D144AC692D61F8A1097,90,Day Care,CALGARY,16520 - 24 ST. SW,T2Y4W2,Province of Alberta
4766,FULTON AFTER SCHOOL AT HARDISTY,OUT OF SCHOOL CARE PROGRAM,8260BE1520A4ECA50866352001FA7A92,35,Day Care,EDMONTON,10534 62 STREET,T6A2M3,Province of Alberta
4775,SPORTS FOR KIDS (KATHERINE THERRIAN LOCATION),OUT OF SCHOOL CARE PROGRAM,9188DB2BA3C53091C16EAA71F7FF162F,27,Day Care,EDMONTON,15040 118 STREET,T5X1Y7,Province of Alberta
4780,YMCA ST. TIMOTHY OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,A31D30D5FD62CFF968E93B23B0D4F4B7,49,Day Care,EDMONTON,14330 117 STREET,T5X1S6,Province of Alberta
4781,SIGIS CHILD CARE (OUTREACH),OUT OF SCHOOL CARE PROGRAM,A669B6749CE250E1F8B851EC46EC7037,40,Day Care,ST. ALBERT,50 SIR WINSTON CHURCHILL AVENUE,T8N0G4,Province of Alberta
4782,CENTRE D'EXPERIENCE PRESCOLAIRE ET PARASCOLAIRE (NOTRE DAME),OUT OF SCHOOL CARE PROGRAM,A77E01DCE7406BC8532F8985E2460525,30,Day Care,EDMONTON,15425 91 AVENUE,T5R4Z7,Province of Alberta
4784,VICKY'S BEFORE & AFTER SCHOOL CARE PROGRAM,OUT OF SCHOOL CARE PROGRAM,B07B57072666C4FBF7FCEE4166207479,50,Day Care,EDMONTON,5347 112 AVENUE,T5W0N6,Province of Alberta
4786,WONDER WORLD AFTER SCHOOL PROGRAM,OUT OF SCHOOL CARE PROGRAM,C00A3E9BFA894EBC33889310AA38DBEA,40,Day Care,EDMONTON,6703/6709 177 STREET,T5T4K3,Province of Alberta
4792,COUNTRY CLUB DAY CARE,DAY CARE PROGRAM,D3B5C556879D01DE644F319769E91755,48,Day Care,EDMONTON,462 6655 178 STREET,T5T4J5,Province of Alberta
4796,1ST CLASS AFTER CLASS - FISH CREEK,OUT OF SCHOOL CARE PROGRAM,E893AB79472FE1C6A178DEF0FDFC2106,162,Day Care,CALGARY,1039 SUNCASTLE DR SE,T2X2Z1,Province of Alberta
