,name,source_facility_type,source_id,capacity,ages,infant,toddler,school_age,facility_type,full_address,provider
1503,St. Francois Xavier Nursery School Inc.,Centre,100832,30,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Main Room, music room, portable, gym 991B Hwy 26 St. Francois Xavier, MB",Province of Manitoba
1504,Cranberry Portage Children's Developmental Centre Inc.,Centre,1108,32,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Adjacent to Cranberry Portage Elementary Cranberry Portage, MB",Province of Manitoba
1506,Crystal City Community Daycare Inc.,Centre,101794,35,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"240 Crystal Avenue (Ave) Crystal City, MB",Province of Manitoba
1507,Family or Group Child Care Home *,Home,101585,5,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1509,Daily Discoveries Inc.,Centre/Nursery,2035,36,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rooms 13,14 and 16 and use of gym. 106 Burrows Avenue (Ave) Gilbert Plains, MB",Province of Manitoba
1510,Dauphin Magical Horizons Day Care Inc.,Centre,102289,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 7 - 312 Sandy Street Dauphin, MB",Province of Manitoba
1511,Dauphin School Age Day Care Inc.,Centre,3049,38,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"lower conference room and library space 1516 Bond Street Dauphin, MB",Province of Manitoba
1512,Dauphin Ukrainian Nursery School Inc.,Centre/Nursery,2044,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Sadochuk Rm, Music & Resource Rm, Gym 701 1st Street SE Dauphin, MB",Province of Manitoba
1513,Family or Group Child Care Home *,Home,102220,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1516,Family or Group Child Care Home *,Home,7067,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1518,Family or Group Child Care Home *,Home,7124,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1520,Family or Group Child Care Home *,Home,100078,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1522,Family or Group Child Care Home *,Home,50253,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1524,Family or Group Child Care Home *,Home,101926,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1526,Dugald Day Care Inc.,Centre,1100,51,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Day Care Centre & Dugald Community Club 544 Holland Street Dugald, MB",Province of Manitoba
1527,Dugald Daycare Inc,Centre,102465,74,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"795 Jaffray Street Dugald, MB",Province of Manitoba
1528,Eaglets Daycare Co-op Inc,Centre,2066,39,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"centre, school age room, gym, library 1 School Road Eriksdale, MB",Province of Manitoba
1529,Early Learning and Child Care Thompson Inc.,Centre,102151,74,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"55 UCN Drive Thompson, MB",Province of Manitoba
1530,Elie Mini-Fran Inc.,Centre/Nursery,2095,70,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"14 Main Street Elie, MB",Province of Manitoba
1533,Elkhorn Early Learning Centre,Centre,102444,28,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"112 Wexford Street Elkhorn, MB",Province of Manitoba
1534,Elm Creek Stay and Play Centre Inc.,Centre,2116,16,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Elem.Sch.Rms 31,32,gym,library,music rm 194 Gordon Avenue (Ave) Elm Creek, MB",Province of Manitoba
1535,Elm Creek Stay and Play Centre Inc,Centre/Nursery,101881,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Mennonite Brethren Church 146 Poplar Avenue (Ave) Elm Creek , MB",Province of Manitoba
1536,Emerson Kinder College Inc.,Centre,101039,28,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Emerson School 25 1st Street Emerson, MB",Province of Manitoba
1538,ESRSS Daycare Inc.,Centre,101391,35,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 6, Room 10 and Room 33 1015 2nd Street S Swan River, MB",Province of Manitoba
1539,Etoiles d'la Rouge Inc.,Centre/Nursery,100420,45,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"ERSJG - CPEF,salle 37 113 2nd Avenue (Ave) St. Jean-Baptiste, MB",Province of Manitoba
1540,Fisher Branch Care-A-Lot For Tots Inc.,Centre,1239,24,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Lot 43 Main Street Fisher Branch, MB",Province of Manitoba
1541,Fisher Branch Care -A- Lot for Tots Inc.,Centre,100248,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Fisher Branch Early Years School (gym) 44 Provencher Street Fisher Branch, MB",Province of Manitoba
1542,"Flin Flon Kiddie Korner Day Care, Inc",Centre,1106,33,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Ruth Betts School 9 Terrace Avenue (Ave) Flin Flon, MB",Province of Manitoba
1543,Funshine Early Learning Centre Inc.,Centre/Nursery,1228,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"211 Oxford Street W Virden, MB",Province of Manitoba
1544,Funshine Early Learning Centre Inc.,Centre,102142,66,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"125 10th Avenue (Ave) S Virden, MB",Province of Manitoba
1545,Garderie de Bambins Co-op Inc.,Centre,1082,94,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"46 Benoit Avenue (Ave) St.Malo, MB",Province of Manitoba
1546,Garderie Ile des Chênes Daycare Inc.,Centre,101195,158,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Transcanada Centre 1 Rivard Street Ile des Chênes, MB",Province of Manitoba
1547,Garderie Les Petits Amis Day Care Inc.,Centre/Nursery,3071,70,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"88 Arena Road Ste. Anne, MB",Province of Manitoba
1548,Family or Group Child Care Home *,Home,102274,4,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1550,Family or Group Child Care Home *,Home,102010,5,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1552,Gillam Preschool and Child Centre Cooperative Inc.,Centre,2057,71,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"500 Mattonnabee Avenue (Ave) Gillam, MB",Province of Manitoba
1553,Family or Group Child Care Home *,Home,100928,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1555,Gillis Play and Learn Centre Inc.,Centre,9239,65,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Gillis School 3 Pierson Drive Tyndall, MB",Province of Manitoba
1556,Gimli Children's Centre Inc.,Centre,1091,50,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Elementary School Yard 63 3rd Avenue (Ave) Gimli, MB",Province of Manitoba
1557,Glenboro Children's Learning Centre Inc.,Centre/Nursery,2107,55,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Glenboro School Rooms 2,4,15 221 Cochrane Street Glenboro, MB",Province of Manitoba
1558,Gloria Usick,Home,9854,8,"Infant, Preschool, School Age",Y,Y,Y,Home,"49 1st Street NW ERICKSON, MB",Province of Manitoba
1559,Good News Daycare Inc.,Centre,100574,96,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"PTH 205/216 South Grunthal , MB",Province of Manitoba
1560,Goretti Bettencourt,Home,100148,8,"Infant, Preschool, School Age",Y,Y,Y,Home,"117 Lockport Road Lockport, MB",Province of Manitoba
1561,Grandview Tiny Treasures Children's Centre Inc.,Centre,9078,30,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"525 Main Street Grandview, MB",Province of Manitoba
1562,Keewatinowi Awasisak Opi-Ki-Wak,Centre,101842,62,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"289 Thompson Drive Thompson, MB",Province of Manitoba
1563,Growing Minds Child Care Inc.,Centre,101357,45,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"21-25 Main Street Niverville, MB",Province of Manitoba
1564,Growing Minds Child Care Centre Inc,Centre,102602,77,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"401 Centre Street Niverville, MB",Province of Manitoba
1565,Growing Minds Child Care Centre Inc.,Centre,100954,82,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"111 Second Avenue (Ave) S Niverville, MB",Province of Manitoba
1566,Hand in Hand Daycare,Centre,101415,85,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"659 Quarry Road East Selkirk, MB",Province of Manitoba
1567,Hand in Hand Daycare Inc.,Centre,1093,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"1147 Breezy Point Road Selkirk, MB",Province of Manitoba
1568,Happy Face Nursery School Inc.,Centre/Nursery,2037,34,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Elementary school, nursery,daycare multi 416 5th Street Winnipegosis, MB",Province of Manitoba
1569,Happy Feet Early Learning Centre Inc.,Centre,1123,76,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"466 Reimer Avenue (Ave) E Steinbach, MB",Province of Manitoba
1570,Happy Rock Children's Centre Inc.,Centre,1281,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"78 Morris avenue (av) S Gladstone , MB",Province of Manitoba
1571,Hartney Enrichment Programs Inc.,Centre,9499,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"415 Centennial Street Hartney, MB",Province of Manitoba
1572,Family or Group Child Care Home *,Home,102516,5,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1574,Family or Group Child Care Home *,Home,50287,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1576,Pembina Valley Child Care Centres Inc,Centre,102613,90,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"580 1st Street Morden, MB",Province of Manitoba
1577,Holland Child Care Centre Inc.,Centre,101462,24,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"101 Thompson Street Holland, MB",Province of Manitoba
1578,Family or Group Child Care Home *,Home,102457,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1580,Family or Group Child Care Home *,Home,102438,5,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1582,Family or Group Child Care Home *,Home,100908,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1584,Family or Group Child Care Home *,Home,100614,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1586,J. A. Cuddy Child Care Centre Inc.,Centre,9489,77,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"J.A. Cuddy School: Room 22, Gym 5 Main Street Sanford, MB",Province of Manitoba
1587,Jaclyn Brisky,Home,101799,9,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1588,Family or Group Child Care Home *,Home,102638,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1590,Family or Group Child Care Home *,Home,100378,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1592,Family or Group Child Care Home *,Home,102395,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1594,Family or Group Child Care Home *,Home,102399,5,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1596,Family or Group Child Care Home *,Home,100439,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1600,Family or Group Child Care Home *,Home,102443,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1602,Family or Group Child Care Home *,Home,102270,5,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1604,Family or Group Child Care Home *,Home,102580,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1606,Family or Group Child Care Home *,Home,102518,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1610,Family or Group Child Care Home *,Home,7847,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1612,Ka-Ka-Kwe-Ke-Je-Ong Day Care Centre Inc.,Centre,1224,35,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"261 Arena Road Ebb & Flow, MB",Province of Manitoba
1613,Kanawenimawasowin Child Care Centre Inc,Centre,101553,74,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"University College of the North 490 7th Street E The Pas, MB",Province of Manitoba
1614,Karla Pearase,Home,101615,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1615,Family or Group Child Care Home *,Home,7832,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1617,Kathryn Beauchemin,Home,100857,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1618,Family or Group Child Care Home *,Home,101004,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1620,Kayla Graham,Home,101604,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1621,Keewatinowi Awasisak Opi-Ki-Wak Inc.,Centre,1287,16,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"32 Nelson Road Thompson, MB",Province of Manitoba
1622,Kelsey Pattie,Home,101682,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1623,Family or Group Child Care Home *,Home,9767,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1625,Kiddie Corner Early Learning Centre Inc.,Centre,1118,40,"Infant, Preschool",Y,Y,N,Day Care,"711 Mountain Avenue (Ave) KILLARNEY, MB",Province of Manitoba
1626,Kiddie Sunshine Centre Inc.,Centre/Nursery,1079,49,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"54 Centre Avenue (Ave) W Altona, MB",Province of Manitoba
1627,Kiddies Northern Preschool Inc.,Centre/Nursery,2056,70,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 129, 130,132 and 133 101 Beaver Crescent Thompson, MB",Province of Manitoba
1628,Kids First Early Learning Centre Inc.,Centre,100945,12,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Inglis School 400 PR 366 Inglis, MB",Province of Manitoba
1629,Busy Nest Day Care Inc.,Centre,100201,33,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Baptist Church-basement/gym/Sun sch rm 162 Railroad Avenue (Ave) W Morris, MB",Province of Manitoba
1630,Killarney Nursery School Inc.,Centre/Nursery,2078,15,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"rm. 53 - 417 King Avenue (Ave) Killarney, MB",Province of Manitoba
1631,Family or Group Child Care Home *,Home,9801,9,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1635,Kinder Korner Early Learning Centre Inc,Centre,101508,67,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Clearspring Middle School MPR,Gym 1 Brighton Lane Steinbach, MB",Province of Manitoba
1636,Kinder Korner Early Learning Centre Inc,Centre,101865,74,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"SRSS MPR, gym , rooms 162 & 164 190 McKenzie Avenue (Ave) Steinbach, MB",Province of Manitoba
1637,Kinder Korner Early Learning Centre Inc.,Centre,1102,42,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"307 Hanover Street Steinbach, MB",Province of Manitoba
1640,Family or Group Child Care Home *,Home,102372,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1642,Kristen Kashuba,Home,101534,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1643,La Garderie Arc-en-Ciel Inc.,Centre/Nursery,1295,65,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"123 Rogers rue Notre Dame De Lourdes, MB",Province of Manitoba
1644,La Salle Kidz Inc.,Centre,102526,40,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"41 Beaudry rue La Salle, MB",Province of Manitoba
1645,La Salle KIDZ Inc.,Centre,101791,60,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"90 PR 247 East La Salle, MB",Province of Manitoba
1646,Lac du Bonnet Children's Centre Inc.,Centre,1098,70,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Centennial School science room,gym 285 Mcarthur Avenue (Ave) Lac Du Bonnet, MB",Province of Manitoba
1647,Family or Group Child Care Home *,Home,101487,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1649,Childcare - Family Access Network Inc.,Centre,1253,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"407 Main Street Langruth, MB",Province of Manitoba
1650,Landmark Child Care Inc,Centre,102325,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room A58 and the Kinsmen Centre 177 Second Street E Landmark , MB",Province of Manitoba
1651,Family or Group Child Care Home *,Home,101218,5,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1653,Childcare - Family Access Network Inc.,Centre,9685,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"159 Fosberry Street Laurier, MB",Province of Manitoba
1654,Le Coin Magique Inc,Centre/Nursery,100601,77,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Ecole Ste Agathe salle 027 , gymnase 310 Pembina Trail Ste. Agathe, MB",Province of Manitoba
1655,La Garderie cooperative de Les Amis de La Source Inc.,Centre/Nursery,100375,45,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Ecole La Source T-102 Saint Barbara Avenue (Ave) Shilo , MB",Province of Manitoba
1656,Les Boutons d'Or Inc.,Centre,2303,31,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"ÉCRGR - salles 107, 158,gymnase 310 A Lamoureux chemin Ile Des Chenes, MB",Province of Manitoba
1657,Les Chouettes de Lorette Inc.,Centre,2330,64,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Ecole Lagimodiere CPEF, salle113, gym 361 Senez Street Lorette, MB",Province of Manitoba
1658,La Garderie De La Voie Du Nord Inc.,Centre,102152,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"garderie, gymnase, salle poly., biblio. 271 Chemin Weir rue Thompson, MB",Province of Manitoba
1659,La Garderie Les P'tits Brisous Inc.,Centre/Nursery,100390,98,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"ESJ-salle 100,122,124,126A&B,128,130,141 29 Normandeau Bay LaBroquerie, MB",Province of Manitoba
1660,Les P'tits Loups Inc,Centre,102452,16,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"ECSG- salle: 02, 06 & 14 14 Caron Bay St Georges, MB",Province of Manitoba
1661,Garderie Jolys Coop Inc.,Centre/Nursery,1078,96,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"ECRB 115,117,biblio,gym 377 Sabourin rue St. Pierre Jolys, MB",Province of Manitoba
1662,Les Petits Dores Incorporee,Centre,2332,47,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"(centre,gym,library,mpr,dist. ed,music) 446 Veterans Memorial Road St. Laurent, MB",Province of Manitoba
1663,Les Petits Génies Corporation,Centre,102466,24,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Centre Pointe Mall 8 - 1321 Dawson Road Lorette, MB",Province of Manitoba
1664,Linda Jurkiw,Home,100413,8,"Infant, Preschool, School Age",Y,Y,Y,Home,"608 Lacroix Avenue (Ave) Ile des Chenes, MB",Province of Manitoba
1668,Family or Group Child Care Home *,Home,102421,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1670,Lisa Morton,Home,9777,8,"Infant, Preschool, School Age",Y,Y,Y,Home,"129 St. Michael's Crescent Lorette, MB",Province of Manitoba
1671,Little Bloomers' Learning Patch Inc.,Centre,101168,12,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"242 Russell Street Binscarth , MB",Province of Manitoba
1672,Little Day Buddies Co-op Inc.,Centre/Nursery,2318,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"40 Park Avenue (Ave) Lac Du Bonnet, MB",Province of Manitoba
1673,Little Dreamers Day Care Inc.,Centre,9291,50,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Margaret Barbour Collegiate 429 Smith Street The Pas, MB",Province of Manitoba
1674,Clanwilliam-Erickson Childcare Initiative,Centre,102394,28,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"34 Main Street Erickson, MB",Province of Manitoba
1675,Little Minnow Day Care Inc.,Centre,1280,28,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Grand Rapids School Lot 11 Grand Rapids Drive Grand Rapids, MB",Province of Manitoba
1676,Family or Group Child Care Home *,Home,100684,5,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1678,Family or Group Child Care Home *,Home,9150,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1680,Lundar Day Care Inc.,Centre,1089,38,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Lundar School 36 1st Street S Lundar, MB",Province of Manitoba
1681,Family or Group Child Care Home *,Home,100458,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1683,"Ma-Mow-We-Tak Friendship Centre, Inc",Centre,101556,36,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Multipurpose Room 23 Beaver Crescent Thompson, MB",Province of Manitoba
1684,Family or Group Child Care Home *,Home,101520,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1686,Dauphin Magical Horizons Day Care Center Inc.,Centre,100579,52,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"135 6th Avenue (Ave) SW Dauphin, MB",Province of Manitoba
1688,Family or Group Child Care Home *,Home,101686,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1690,Pembina Valley Child Care Centres Inc.,Centre/Nursery,9242,50,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"516 Souris Avenue (Ave) Manitou, MB",Province of Manitoba
1691,Family or Group Child Care Home *,Home,50274,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1693,Family or Group Child Care Home *,Home,100285,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1695,Family or Group Child Care Home *,Home,9855,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1697,Family or Group Child Care Home *,Home,101154,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1699,Marigold Preschool Centre Inc.,Centre/Nursery,2075,62,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room #12, 14 Opasquia School 27 8th Street W The Pas, MB",Province of Manitoba
1700,Family or Group Child Care Home *,Home,9632,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1702,Family or Group Child Care Home *,Home,101808,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1707,Family or Group Child Care Home *,Home,101952,5,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1709,Family or Group Child Care Home *,Home,102159,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1711,Family or Group Child Care Home *,Home,101812,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1715,Family or Group Child Care Home *,Home,101836,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1717,Melita Early Learning Centre Inc.,Centre,101057,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Melita School 125 North Street Melita, MB",Province of Manitoba
1718,Miami Children's Facility Inc.,Centre,7977,28,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"405 Oak Avenue (Ave) Miami, MB",Province of Manitoba
1719,Family or Group Child Care Home *,Home,9133,12,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1721,Family or Group Child Care Home *,Home,100429,12,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1723,Michelle Poast,Home,102364,6,"Infant, Preschool, School Age",Y,Y,Y,Home,"12 Gertrude Street Dauphin, MB",Province of Manitoba
1724,Northwest Metis Council Inc.,Centre,102524,15,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"School age room, gathering room, gym 28 6th Avenue (Ave) SW Dauphin, MB",Province of Manitoba
1725,Minto Nursery School Inc.,Centre/Nursery,100034,16,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"111 Wright Street Minto, MB",Province of Manitoba
1726,Miniota Discoveries Learning Center Corporation,Centre/Nursery,101202,20,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Miniota School 304 Sarah Avenue (Ave) Miniota, MB",Province of Manitoba
1727,Minnedosa Community Child Care Cooperative,Centre,9841,32,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"49 2nd Avenue (Ave) NW Minnedosa, MB",Province of Manitoba
1728,Minnedosa Community Child Care Cooperative Inc,Centre/Nursery,100749,50,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"90 Armitage Avenue (Ave) Minnedosa, MB",Province of Manitoba
1729,Minto Nursery School Inc.,Centre/Nursery,2231,38,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"319 South Railway Street W Minto, MB",Province of Manitoba
1730,Family or Group Child Care Home *,Home,102566,5,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1732,Family or Group Child Care Home *,Home,102423,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1734,Pembina Valley Child Care Centres Inc.,Centre,1083,112,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"5 Rampton Street Morden, MB",Province of Manitoba
1735,Morning Star Day Care Inc.,Centre,7883,24,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Infant Roon #156 and Preschool Room #158 73 11th Street Birtle, MB",Province of Manitoba
1736,Family or Group Child Care Home *,Home,102326,12,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1738,Family or Group Child Care Home *,Home,5194,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1740,Family or Group Child Care Home *,Home,102539,9,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1742,Family or Group Child Care Home *,Home,102482,4,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1744,Family or Group Child Care Home *,Home,102622,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1746,Family or Group Child Care Home *,Home,102055,7,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1748,New Beginnings Day Care Inc,Centre,102229,31,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Room 100 and 101 304 East Avenue (Ave) Ochre River, MB",Province of Manitoba
1749,Family or Group Child Care Home *,Home,102154,12,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1751,Family or Group Child Care Home *,Home,102094,6,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1753,Noreen Radbourne,Home,9868,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1754,Family or Group Child Care Home *,Home,101759,8,"Infant, Preschool, School Age",Y,Y,Y,Home,None,Province of Manitoba
1756,"Northern Tykes Day Care, Inc.",Centre,9642,28,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"131 Balsam Avenue (Ave) Snow Lake, MB",Province of Manitoba
1757,Northland Childcare Centre,Centre,101713,74,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Unit A - 139 Northlands Parkway Street E Winkler, MB",Province of Manitoba
1758,Oak Bluff Nursery School Inc.,Centre/Nursery,2308,43,"Infant, Preschool, School Age",Y,Y,Y,Day Care,"Rm #8, #7, gym, library 155 Agri Park Road Road Oak Bluff, MB",Province of Manitoba
